rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
2919	OR6Q1	olfactory receptor, family 6, subfamily Q, member 1	953	225	0	0	1	0	0	0	1	1	1	3.536457e-01	NaN	NaN	3.536457e-01	1
2920	RICTOR	RPTOR independent companion of MTOR, complex 2	5277	1	0	0	0	1	0	0	1	1	1	3.536596e-01	NaN	NaN	3.536596e-01	1
2921	ZNF559	zinc finger protein 559	1633	74	0	1	2	0	0	1	3	3	3	1.555389e-01	1	7.050000e-01	3.537543e-01	1
2922	SLC5A3	solute carrier family 5 (inositol transporters), member 3	2191	32	0	0	2	0	0	0	2	2	2	1.104582e-01	1	2.270000e-01	3.538107e-01	1
2923	CCR10	chemokine (C-C motif) receptor 10	1120	713	0	0	1	0	0	0	1	1	1	3.538402e-01	NaN	NaN	3.538402e-01	1
2924	SLC6A12	solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12	1901	321	0	0	3	0	0	0	3	3	3	1.104933e-01	1	5.770000e-01	3.538879e-01	1
2925	VPS52	vacuolar protein sorting 52 homolog (S. cerevisiae)	2333	49	0	0	0	0	0	1	1	1	1	3.540028e-01	NaN	NaN	3.540028e-01	1
2926	DDI2	DDI1, DNA-damage inducible 1, homolog 2 (S. cerevisiae)	1589	77	0	1	2	0	0	0	2	2	2	1.105538e-01	1	3.450000e-01	3.540213e-01	1
2927	TET2	tet oncogene family member 2	6134	11	0	0	1	1	0	0	2	2	2	1.440277e-01	1	4.210000e-01	3.541523e-01	1
2928	TRMT1	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)	2046	13	0	0	1	0	0	0	1	1	1	3.542754e-01	NaN	NaN	3.542754e-01	1
2929	GCET2	germinal center expressed transcript 2	563	546	0	0	0	0	0	1	1	1	1	3.542978e-01	NaN	NaN	3.542978e-01	1
2930	C21orf2	chromosome 21 open reading frame 2	795	341	0	0	2	0	0	0	2	2	2	1.106921e-01	1	7.840000e-01	3.543257e-01	1
2931	PDE8B	phosphodiesterase 8B	2744	19	0	0	1	0	0	0	1	1	1	3.543369e-01	NaN	NaN	3.543369e-01	1
2932	AIM1L	absent in melanoma 1-like	1915	58	0	0	1	0	0	1	2	2	2	1.107139e-01	1	7.980000e-01	3.543737e-01	1
2933	PAK3	p21 (CDKN1A)-activated kinase 3	1807	123	0	0	2	0	0	0	2	2	2	1.108114e-01	1	6.640000e-01	3.545883e-01	1
2934	MLLT1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1	1724	137	0	0	1	0	0	0	1	1	1	3.546228e-01	NaN	NaN	3.546228e-01	1
2935	KIAA0652		2288	246	0	0	2	1	0	0	3	3	3	1.108775e-01	1	1.610000e-01	3.547336e-01	1
2936	C9orf125	chromosome 9 open reading frame 125	1216	94	0	0	1	0	0	0	1	1	1	3.549033e-01	NaN	NaN	3.549033e-01	1
2937	KLF3	Kruppel-like factor 3 (basic)	1058	98	0	0	1	0	0	0	1	1	1	3.550032e-01	NaN	NaN	3.550032e-01	1
2938	NHLRC1	NHL repeat containing 1	1190	55	0	0	1	0	0	0	1	1	1	3.551519e-01	NaN	NaN	3.551519e-01	1
2939	ZNHIT2	zinc finger, HIT type 2	1217	9	0	0	1	0	0	0	1	1	1	3.551797e-01	NaN	NaN	3.551797e-01	1
2940	DLAT	dihydrolipoamide S-acetyltransferase	2003	107	0	1	0	0	1	0	1	1	1	3.554158e-01	NaN	NaN	3.554158e-01	1
2941	CPSF2	cleavage and polyadenylation specific factor 2, 100kDa	2537	116	0	1	0	0	1	0	1	1	1	3.554392e-01	NaN	NaN	3.554392e-01	1
2942	NAAA	N-acylethanolamine acid amidase	1127	524	0	0	0	0	1	0	1	1	1	3.555451e-01	NaN	NaN	3.555451e-01	1
2943	SYT2	synaptotagmin II	1292	41	0	1	0	0	0	1	1	1	1	3.555891e-01	NaN	NaN	3.555891e-01	1
2944	SAP30	Sin3A-associated protein, 30kDa	675	143	0	0	1	0	0	0	1	1	1	3.557183e-01	NaN	NaN	3.557183e-01	1
2945	OR1E1	olfactory receptor, family 1, subfamily E, member 1	945	59	0	0	0	0	0	1	1	1	1	3.557736e-01	NaN	NaN	3.557736e-01	1
2946	MAPK10	mitogen-activated protein kinase 10	1452	156	0	0	1	0	0	0	1	1	1	3.558467e-01	NaN	NaN	3.558467e-01	1
2947	KBTBD8	kelch repeat and BTB (POZ) domain containing 8	1820	15	0	0	1	0	0	0	1	1	1	3.558532e-01	NaN	NaN	3.558532e-01	1
2948	BCL6B	B-cell CLL/lymphoma 6, member B (zinc finger protein)	1472	20	0	0	0	0	0	1	1	1	1	3.558695e-01	NaN	NaN	3.558695e-01	1
2949	STAC	SH3 and cysteine rich domain	1251	51	0	0	1	0	0	0	1	1	1	3.559153e-01	NaN	NaN	3.559153e-01	1
2950	CSF1R	colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog	3004	31	0	0	3	0	0	0	3	3	3	1.114357e-01	1	7.720000e-01	3.559600e-01	1
2951	EBF3	early B-cell factor 3	1718	51	0	0	0	1	0	1	2	2	2	1.114390e-01	1	8.540000e-01	3.559672e-01	1
2952	KIAA1967	KIAA1967	3053	20	0	0	2	0	0	1	3	3	3	1.114673e-01	1	5.260000e-01	3.560292e-01	1
2953	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	2686	210	0	1	2	0	0	0	2	2	2	3.308225e-01	1	3.030000e-01	3.560729e-01	1
2954	ATP2B3	ATPase, Ca++ transporting, plasma membrane 3	3897	88	0	2	1	0	0	1	2	2	2	3.927941e-01	1	2.200000e-01	3.562184e-01	1
2955	PLK2	polo-like kinase 2 (Drosophila)	2110	96	0	0	1	0	0	0	1	1	1	3.563833e-01	NaN	NaN	3.563833e-01	1
2956	MEX3B	mex-3 homolog B (C. elegans)	1714	128	0	1	1	0	0	0	1	1	1	3.563849e-01	NaN	NaN	3.563849e-01	1
2957	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1	5049	6	0	0	3	0	0	1	4	4	4	1.116714e-01	1	8.390000e-01	3.564770e-01	1
2958	SLC25A3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	1243	59	0	0	2	0	0	0	2	2	2	1.117805e-01	1	8.980000e-01	3.567160e-01	1
2959	TGIF2	TGFB-induced factor homeobox 2	722	543	0	0	1	0	0	1	2	2	2	1.951086e-01	1	5.390000e-01	3.567526e-01	1
2960	GDE1	glycerophosphodiester phosphodiesterase 1	1016	93	0	0	1	0	0	0	1	1	1	3.567790e-01	NaN	NaN	3.567790e-01	1
2961	PARS2	prolyl-tRNA synthetase 2, mitochondrial (putative)	1432	110	0	0	1	0	0	0	1	1	1	3.567906e-01	NaN	NaN	3.567906e-01	1
2962	EFHC2	EF-hand domain (C-terminal) containing 2	2308	236	0	0	1	0	0	0	1	1	1	3.568987e-01	NaN	NaN	3.568987e-01	1
2963	ZW10	ZW10, kinetochore associated, homolog (Drosophila)	2402	59	0	0	1	0	0	1	2	2	2	1.118648e-01	1	5.080000e-01	3.569007e-01	1
2964	INVS	inversin	3316	40	0	0	1	0	0	0	1	1	1	3.569900e-01	NaN	NaN	3.569900e-01	1
2965	GLB1L3	galactosidase, beta 1-like 3	2038	166	0	0	0	0	0	1	1	1	1	3.570836e-01	NaN	NaN	3.570836e-01	1
2966	CD58	CD58 molecule	775	528	0	0	1	0	0	0	1	1	1	3.571209e-01	NaN	NaN	3.571209e-01	1
2967	AMFR	autocrine motility factor receptor	1984	19	0	0	1	0	1	0	2	2	2	1.120229e-01	1	6.150000e-01	3.572469e-01	1
2968	LIPA	lipase A, lysosomal acid, cholesterol esterase (Wolman disease)	1235	196	0	0	0	0	0	1	1	1	1	3.573529e-01	NaN	NaN	3.573529e-01	1
2969	RALA	v-ral simian leukemia viral oncogene homolog A (ras related)	637	185	0	0	1	0	0	0	1	1	1	3.576191e-01	NaN	NaN	3.576191e-01	1
2970	ACSS1	acyl-CoA synthetase short-chain family member 1	2122	29	0	1	0	0	0	1	1	1	1	3.576691e-01	NaN	NaN	3.576691e-01	1
2971	TMEM49	transmembrane protein 49	1265	7	0	1	1	0	0	0	1	1	1	3.579097e-01	NaN	NaN	3.579097e-01	1
2972	CALCOCO1	calcium binding and coiled-coil domain 1	2132	38	0	0	1	0	0	0	1	1	1	3.579415e-01	NaN	NaN	3.579415e-01	1
2973	EZH1	enhancer of zeste homolog 1 (Drosophila)	2320	12	0	0	2	0	0	1	3	3	3	1.123502e-01	1	7.990000e-01	3.579628e-01	1
2974	CACNA1S	calcium channel, voltage-dependent, L type, alpha 1S subunit	5794	11	0	1	4	0	0	1	5	5	5	1.123720e-01	1	5.370000e-01	3.580106e-01	1
2975	RBM5	RNA binding motif protein 5	2544	40	0	1	1	1	0	0	2	2	2	1.124458e-01	1	9.620000e-01	3.581718e-01	1
2976	EPCAM	epithelial cell adhesion molecule	977	56	0	0	1	0	0	0	1	1	1	3.582307e-01	NaN	NaN	3.582307e-01	1
2977	KIAA0247	KIAA0247	932	87	0	0	1	0	0	0	1	1	1	3.582422e-01	NaN	NaN	3.582422e-01	1
2978	TUBB1	tubulin, beta 1	1368	141	0	1	1	0	0	0	1	1	1	3.583065e-01	NaN	NaN	3.583065e-01	1
2979	ABCD2	ATP-binding cassette, sub-family D (ALD), member 2	2259	4	0	0	1	0	0	0	1	1	1	3.584744e-01	NaN	NaN	3.584744e-01	1
2980	HECTD2	HECT domain containing 2	2435	21	0	0	0	0	0	1	1	1	1	3.585306e-01	NaN	NaN	3.585306e-01	1
2981	ANGPTL4	angiopoietin-like 4	1245	100	0	0	1	0	0	0	1	1	1	3.585776e-01	NaN	NaN	3.585776e-01	1
2982	SORCS1	sortilin-related VPS10 domain containing receptor 1	3841	19	0	0	4	0	0	0	4	4	4	1.126438e-01	1	6.780000e-01	3.586044e-01	1
2983	SCN7A	sodium channel, voltage-gated, type VII, alpha	5145	19	0	0	1	0	0	0	1	1	1	3.586353e-01	NaN	NaN	3.586353e-01	1
2984	KCNV1	potassium channel, subfamily V, member 1	1511	5	0	0	1	0	0	0	1	1	1	3.586448e-01	NaN	NaN	3.586448e-01	1
2985	C16orf91	chromosome 16 open reading frame 91	1085	535	0	0	1	0	0	0	1	1	1	3.588663e-01	NaN	NaN	3.588663e-01	1
2986	RPA4	replication protein A4, 34kDa	920	298	0	0	1	0	0	0	1	1	1	3.588700e-01	NaN	NaN	3.588700e-01	1
2987	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)	1486	7	0	0	1	0	0	0	1	1	1	3.589714e-01	NaN	NaN	3.589714e-01	1
2988	DGKA	diacylglycerol kinase, alpha 80kDa	2300	8	0	0	1	0	0	0	1	1	1	3.589791e-01	NaN	NaN	3.589791e-01	1
2989	PGK2	phosphoglycerate kinase 2	1254	51	0	0	1	0	0	0	1	1	1	3.590916e-01	NaN	NaN	3.590916e-01	1
2990	FBLN5	fibulin 5	1387	12	0	1	0	0	0	1	1	1	1	3.590989e-01	NaN	NaN	3.590989e-01	1
2991	C2orf29	chromosome 2 open reading frame 29	1559	53	0	0	1	0	0	0	1	1	1	3.592971e-01	NaN	NaN	3.592971e-01	1
2992	CLECL1	C-type lectin-like 1	508	83	0	0	1	0	0	0	1	1	1	3.593918e-01	NaN	NaN	3.593918e-01	1
2993	ACLY	ATP citrate lyase	3418	56	0	2	3	0	0	0	3	3	3	1.130194e-01	1	3.440000e-01	3.594237e-01	1
2994	THAP11	THAP domain containing 11	945	327	0	0	1	0	0	0	1	1	1	3.594634e-01	NaN	NaN	3.594634e-01	1
2995	KIAA1432	KIAA1432	4207	4	0	0	0	0	0	1	1	1	1	3.595671e-01	NaN	NaN	3.595671e-01	1
2996	BCL10	B-cell CLL/lymphoma 10	710	127	0	0	1	0	0	0	1	1	1	3.596325e-01	NaN	NaN	3.596325e-01	1
2997	DAG1	dystroglycan 1 (dystrophin-associated glycoprotein 1)	2692	15	0	2	2	0	0	1	3	3	3	1.131254e-01	1	5.320000e-01	3.596549e-01	1
2998	KCNN4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	1316	77	0	0	1	0	0	0	1	1	1	3.597223e-01	NaN	NaN	3.597223e-01	1
2999	ACTL6A	actin-like 6A	1346	478	0	0	1	0	0	0	1	1	1	3.598646e-01	NaN	NaN	3.598646e-01	1
3000	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif, 9	5966	20	0	0	0	0	0	1	1	1	1	3.598727e-01	NaN	NaN	3.598727e-01	1
3001	MFSD10	major facilitator superfamily domain containing 10	1416	90	0	0	2	0	0	0	2	2	2	1.132529e-01	1	9.900000e-01	3.599326e-01	1
3002	ZNF574	zinc finger protein 574	2695	7	0	0	1	0	0	0	1	1	1	3.602448e-01	NaN	NaN	3.602448e-01	1
3003	POGZ	pogo transposable element with ZNF domain	4316	29	0	1	2	0	0	0	2	2	2	1.134407e-01	1	6.110000e-01	3.603415e-01	1
3004	CCR5	chemokine (C-C motif) receptor 5	1063	91	0	0	1	0	0	0	1	1	1	3.603453e-01	NaN	NaN	3.603453e-01	1
3005	ODZ3	odz, odd Oz/ten-m homolog 3 (Drosophila)	8206	9	0	1	4	0	0	1	5	5	5	5.674670e-01	1	1.830000e-01	3.604562e-01	1
3006	AGBL5	ATP/GTP binding protein-like 5	2782	10	0	0	1	0	0	0	1	1	1	3.606606e-01	NaN	NaN	3.606606e-01	1
3007	PSMB5	proteasome (prosome, macropain) subunit, beta type, 5	889	341	0	0	1	0	0	0	1	1	1	3.609459e-01	NaN	NaN	3.609459e-01	1
3008	PQLC1	PQ loop repeat containing 1	836	294	0	0	1	0	0	0	1	1	1	3.612049e-01	NaN	NaN	3.612049e-01	1
3009	CARD17	caspase recruitment domain family, member 17	345	139	0	0	1	0	0	0	1	1	1	3.612097e-01	NaN	NaN	3.612097e-01	1
3010	HNRNPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	2530	37	0	0	1	0	0	0	1	1	1	3.613088e-01	NaN	NaN	3.613088e-01	1
3011	CTSL1	cathepsin L1	1030	190	0	0	1	0	0	0	1	1	1	3.613393e-01	NaN	NaN	3.613393e-01	1
3012	OR5AR1	olfactory receptor, family 5, subfamily AR, member 1	931	344	0	0	0	0	0	1	1	1	1	3.613405e-01	NaN	NaN	3.613405e-01	1
3013	MBNL1	muscleblind-like (Drosophila)	1685	15	0	1	2	0	0	0	2	2	2	1.139213e-01	1	1.610000e-01	3.613865e-01	1
3014	YY2	YY2 transcription factor	1251	79	0	0	1	0	0	0	1	1	1	3.616140e-01	NaN	NaN	3.616140e-01	1
3015	ZNF343	zinc finger protein 343	1812	58	0	0	1	0	0	0	1	1	1	3.616457e-01	NaN	NaN	3.616457e-01	1
3016	RUFY3	RUN and FYVE domain containing 3	2368	1	2	0	3	0	0	0	3	3	3	9.917744e-01	1	7.300000e-02	3.616748e-01	1
3017	SETD6	SET domain containing 6	1452	69	0	0	1	0	0	0	1	1	1	3.616917e-01	NaN	NaN	3.616917e-01	1
3018	GSDMA	gasdermin A	1382	51	0	0	1	1	0	0	2	2	2	1.141559e-01	1	6.390000e-01	3.618960e-01	1
3019	NFATC3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	3494	65	1	0	1	0	0	2	3	3	3	2.777910e-01	1	3.070000e-01	3.619311e-01	1
3020	C5orf35	chromosome 5 open reading frame 35	1645	192	0	0	1	0	0	1	2	2	2	1.142107e-01	1	7.190000e-01	3.620149e-01	1
3021	PTCHD1	patched domain containing 1	2677	104	0	1	0	0	0	1	1	1	1	3.624532e-01	NaN	NaN	3.624532e-01	1
3022	HSPA1A	heat shock 70kDa protein 1A	1926	203	0	0	0	0	0	1	1	1	1	3.625324e-01	NaN	NaN	3.625324e-01	1
3023	PCDHA10	protocadherin alpha 10	14068	7	0	0	0	1	0	0	1	1	1	3.625637e-01	NaN	NaN	3.625637e-01	1
3024	DUSP7	dual specificity phosphatase 7	1270	154	0	0	1	0	0	0	1	1	1	3.626734e-01	NaN	NaN	3.626734e-01	1
3025	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	7361	5	0	0	2	0	0	1	3	3	3	3.038759e-01	1	2.170000e-01	3.627748e-01	1
3026	ITGB3BP	integrin beta 3 binding protein (beta3-endonexin)	713	256	0	0	1	0	0	0	1	1	1	3.630938e-01	NaN	NaN	3.630938e-01	1
3027	PSMC3IP	PSMC3 interacting protein	686	404	0	0	1	0	0	0	1	1	1	3.632347e-01	NaN	NaN	3.632347e-01	1
3028	ZNF257	zinc finger protein 257	1704	35	0	0	0	0	0	1	1	1	1	3.633160e-01	NaN	NaN	3.633160e-01	1
3029	PCNXL2	pecanex-like 2 (Drosophila)	6546	19	0	0	2	0	0	0	2	2	2	1.148828e-01	1	6.350000e-01	3.634711e-01	1
3030	CCDC9	coiled-coil domain containing 9	1640	128	0	0	2	0	0	0	2	2	2	1.148837e-01	1	6.700000e-01	3.634731e-01	1
3031	RNF10	ring finger protein 10	2500	10	0	0	1	0	0	0	1	1	1	3.635724e-01	NaN	NaN	3.635724e-01	1
3032	BIVM	basic, immunoglobulin-like variable motif containing	1947	53	0	0	1	0	0	0	1	1	1	3.636407e-01	NaN	NaN	3.636407e-01	1
3033	BDNF	brain-derived neurotrophic factor	1101	231	0	0	0	0	0	1	1	1	1	3.637255e-01	NaN	NaN	3.637255e-01	1
3034	RABEP2	rabaptin, RAB GTPase binding effector protein 2	1760	21	0	0	1	0	0	0	1	1	1	3.638161e-01	NaN	NaN	3.638161e-01	1
3035	ZNF776	zinc finger protein 776	1565	195	0	0	1	0	0	1	2	2	2	3.222519e-01	1	3.210000e-01	3.638197e-01	1
3036	TBC1D15	TBC1 domain family, member 15	2272	147	0	1	0	0	1	0	1	1	1	3.638981e-01	NaN	NaN	3.638981e-01	1
3037	SLC38A9	solute carrier family 38, member 9	1742	96	0	0	1	0	0	0	1	1	1	3.638984e-01	NaN	NaN	3.638984e-01	1
3038	ZNF71	zinc finger protein 71	1474	217	0	0	2	0	0	0	2	2	2	2.767296e-01	1	3.670000e-01	3.639831e-01	1
3039	CHD1	chromodomain helicase DNA binding protein 1	5269	21	0	0	4	0	0	0	4	4	4	1.151491e-01	1	7.630000e-01	3.640471e-01	1
3040	ZNF695	zinc finger protein 695	1560	119	0	0	1	0	0	0	1	1	1	3.643835e-01	NaN	NaN	3.643835e-01	1
3041	RASSF8	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8	1319	92	0	0	1	0	0	0	1	1	1	3.644997e-01	NaN	NaN	3.644997e-01	1
3042	RHEB	Ras homolog enriched in brain	583	48	0	0	1	0	0	0	1	1	1	3.645028e-01	NaN	NaN	3.645028e-01	1
3043	VHL	von Hippel-Lindau tumor suppressor	650	927	0	0	2	0	0	1	3	3	3	1.154621e-01	1	7.120000e-01	3.647232e-01	1
3044	TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa	1439	101	0	0	1	0	0	0	1	1	1	3.649240e-01	NaN	NaN	3.649240e-01	1
3045	GPR158	G protein-coupled receptor 158	3690	6	0	0	0	1	0	0	1	1	1	3.649768e-01	NaN	NaN	3.649768e-01	1
3046	ULBP1	UL16 binding protein 1	753	354	0	0	1	0	0	0	1	1	1	3.650741e-01	NaN	NaN	3.650741e-01	1
3047	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	7288	0	1	0	4	0	0	0	4	4	4	7.370541e-01	1	1.220000e-01	3.652742e-01	1
3048	BCL2L14	BCL2-like 14 (apoptosis facilitator)	1087	292	0	0	0	0	0	1	1	1	1	3.654317e-01	NaN	NaN	3.654317e-01	1
3049	PNP	purine nucleoside phosphorylase	890	704	0	0	1	0	0	0	1	1	1	3.655866e-01	NaN	NaN	3.655866e-01	1
3050	RAP2A	RAP2A, member of RAS oncogene family	556	251	0	0	1	0	0	0	1	1	1	3.655946e-01	NaN	NaN	3.655946e-01	1
3051	C10orf140	chromosome 10 open reading frame 140	2727	42	0	0	1	0	0	0	1	1	1	3.656532e-01	NaN	NaN	3.656532e-01	1
3052	DDX60L	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60-like	5265	97	0	1	2	0	0	0	2	2	2	6.588001e-01	1	1.600000e-01	3.657729e-01	1
3053	SIPA1L1	signal-induced proliferation-associated 1 like 1	5495	62	0	1	4	0	0	0	4	4	4	2.672866e-01	1	2.950000e-01	3.658883e-01	1
3054	IKZF2	IKAROS family zinc finger 2 (Helios)	1609	56	0	0	0	0	1	0	1	1	1	3.659009e-01	NaN	NaN	3.659009e-01	1
3055	KLHL34	kelch-like 34 (Drosophila)	1935	116	0	0	1	0	0	0	1	1	1	3.660195e-01	NaN	NaN	3.660195e-01	1
3056	MKKS	McKusick-Kaufman syndrome	1727	168	0	0	2	0	0	0	2	2	2	1.816830e-01	1	5.680000e-01	3.660886e-01	1
3057	GEMIN4	gem (nuclear organelle) associated protein 4	3181	35	0	0	2	0	0	0	2	2	2	5.350508e-01	1	1.680000e-01	3.661115e-01	1
3058	SDC4	syndecan 4	615	307	0	0	2	0	0	0	2	2	2	1.161145e-01	1	7.630000e-01	3.661297e-01	1
3059	GDA	guanine deaminase	1417	253	0	0	0	0	1	0	1	1	1	3.661478e-01	NaN	NaN	3.661478e-01	1
3060	OR5H14	olfactory receptor, family 5, subfamily H, member 14	933	140	0	0	1	0	0	0	1	1	1	3.662102e-01	NaN	NaN	3.662102e-01	1
3061	PCDHB8	protocadherin beta 8	2713	18	0	0	1	0	0	0	1	1	1	3.662779e-01	NaN	NaN	3.662779e-01	1
3062	HEY1	hairy/enhancer-of-split related with YRPW motif 1	943	127	0	0	1	0	0	0	1	1	1	3.663156e-01	NaN	NaN	3.663156e-01	1
3063	XYLB	xylulokinase homolog (H. influenzae)	1683	137	0	1	2	0	0	0	2	2	2	2.049962e-01	1	5.000000e-01	3.663845e-01	1
3064	ST5	suppression of tumorigenicity 5	3524	54	0	0	1	0	0	0	1	1	1	3.664060e-01	NaN	NaN	3.664060e-01	1
3065	OR51B4	olfactory receptor, family 51, subfamily B, member 4	932	243	0	0	1	0	0	0	1	1	1	3.664223e-01	NaN	NaN	3.664223e-01	1
3066	FSD1	fibronectin type III and SPRY domain containing 1	1539	19	0	0	1	0	0	0	1	1	1	3.666240e-01	NaN	NaN	3.666240e-01	1
3067	C14orf148	chromosome 14 open reading frame 148	1167	138	0	0	1	0	0	0	1	1	1	3.666595e-01	NaN	NaN	3.666595e-01	1
3068	CLEC1A	C-type lectin domain family 1, member A	865	894	0	0	2	0	0	1	3	3	3	1.163740e-01	1	9.540000e-01	3.666883e-01	1
3069	MGC42105		1319	10	0	0	1	0	0	0	1	1	1	3.666888e-01	NaN	NaN	3.666888e-01	1
3070	NAGS	N-acetylglutamate synthase	1629	24	0	0	1	0	0	0	1	1	1	3.667413e-01	NaN	NaN	3.667413e-01	1
3071	FRMD8	FERM domain containing 8	1433	168	0	0	1	0	0	0	1	1	1	3.667732e-01	NaN	NaN	3.667732e-01	1
3072	FOXN3	forkhead box N3	1497	84	0	0	1	0	0	0	1	1	1	3.668481e-01	NaN	NaN	3.668481e-01	1
3073	LRIG3	leucine-rich repeats and immunoglobulin-like domains 3	3492	7	0	0	4	0	1	1	6	6	6	1.165108e-01	1	9.940000e-01	3.669823e-01	1
3074	ISL1	ISL LIM homeobox 1	1070	26	0	0	1	0	1	0	2	2	2	1.165116e-01	1	5.970000e-01	3.669841e-01	1
3075	CMTM2	CKLF-like MARVEL transmembrane domain containing 2	1035	33	0	0	1	0	0	0	1	1	1	3.669870e-01	NaN	NaN	3.669870e-01	1
3076	ADCK2	aarF domain containing kinase 2	1909	105	0	0	2	0	0	0	2	2	2	1.165535e-01	1	6.650000e-01	3.670742e-01	1
3077	C9orf93	chromosome 9 open reading frame 93	4079	6	0	1	3	0	0	0	3	3	3	4.485332e-01	1	2.290000e-01	3.672142e-01	1
3078	RHPN2	rhophilin, Rho GTPase binding protein 2	2119	112	0	0	2	0	0	0	2	2	2	2.574413e-01	1	4.100000e-01	3.672190e-01	1
3079	CALR	calreticulin	1288	293	0	0	1	0	0	0	1	1	1	3.672236e-01	NaN	NaN	3.672236e-01	1
3080	RBAK	RB-associated KRAB zinc finger	2162	16	0	0	2	0	0	1	3	3	3	1.166262e-01	1	5.810000e-01	3.672305e-01	1
3081	PDE1B	phosphodiesterase 1B, calmodulin-dependent	1730	9	0	0	1	0	0	0	1	1	1	3.672579e-01	NaN	NaN	3.672579e-01	1
3082	FGFR1OP	FGFR1 oncogene partner	1250	47	0	1	1	0	0	0	1	1	1	3.672660e-01	NaN	NaN	3.672660e-01	1
3083	TMEM106B	transmembrane protein 106B	853	28	0	0	1	0	0	0	1	1	1	3.673104e-01	NaN	NaN	3.673104e-01	1
3084	NUDT2	nudix (nucleoside diphosphate linked moiety X)-type motif 2	452	224	0	0	1	0	0	0	1	1	1	3.673595e-01	NaN	NaN	3.673595e-01	1
3085	ZNF77	zinc finger protein 77	1650	111	0	0	0	0	0	1	1	1	1	3.674053e-01	NaN	NaN	3.674053e-01	1
3086	TEX14	testis expressed 14	4875	8	0	0	1	0	0	1	2	2	2	1.167919e-01	1	7.000000e-01	3.675863e-01	1
3087	PELO	pelota homolog (Drosophila)	1162	255	0	0	1	0	0	0	1	1	1	3.676146e-01	NaN	NaN	3.676146e-01	1
3088	RAB11FIP5	RAB11 family interacting protein 5 (class I)	1978	39	0	0	1	0	0	0	1	1	1	3.676675e-01	NaN	NaN	3.676675e-01	1
3089	CAPN13	calpain 13	2098	416	0	0	3	0	0	0	3	3	3	1.527918e-01	1	4.890000e-01	3.677877e-01	1
3090	CDC37	cell division cycle 37 homolog (S. cerevisiae)	1165	71	0	0	1	0	0	0	1	1	1	3.678130e-01	NaN	NaN	3.678130e-01	1
3091	KCNIP3	Kv channel interacting protein 3, calsenilin	908	9	0	1	1	0	0	0	1	1	1	3.678811e-01	NaN	NaN	3.678811e-01	1
3092	TMEM8A	transmembrane protein 8A	2364	32	0	0	1	0	0	0	1	1	1	3.679182e-01	NaN	NaN	3.679182e-01	1
3093	TMEM205	transmembrane protein 205	584	584	0	0	1	0	0	0	1	1	1	3.679287e-01	NaN	NaN	3.679287e-01	1
3094	ZNF558	zinc finger protein 558	1229	190	0	0	1	0	0	0	1	1	1	3.679523e-01	NaN	NaN	3.679523e-01	1
3095	CD96	CD96 molecule	2471	71	0	0	1	0	0	0	1	1	1	3.680029e-01	NaN	NaN	3.680029e-01	1
3096	ITPR3	inositol 1,4,5-triphosphate receptor, type 3	8244	4	0	0	3	0	0	0	3	3	3	2.308024e-01	1	3.450000e-01	3.680691e-01	1
3097	CD33	CD33 molecule	1132	160	0	0	0	0	0	1	1	1	1	3.681168e-01	NaN	NaN	3.681168e-01	1
3098	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	2537	29	0	0	1	0	0	0	1	1	1	3.681661e-01	NaN	NaN	3.681661e-01	1
3099	C11orf63	chromosome 11 open reading frame 63	2431	58	0	0	0	0	0	1	1	1	1	3.684311e-01	NaN	NaN	3.684311e-01	1
3100	MTMR2	myotubularin related protein 2	1988	8	0	0	2	0	0	0	2	2	2	1.172391e-01	1	8.090000e-01	3.685458e-01	1
3101	GADD45B	growth arrest and DNA-damage-inducible, beta	495	226	0	0	2	0	0	0	2	2	2	1.173016e-01	1	6.500000e-01	3.686798e-01	1
3102	DNAJC2	DnaJ (Hsp40) homolog, subfamily C, member 2	1960	173	0	0	0	1	0	0	1	1	1	3.687165e-01	NaN	NaN	3.687165e-01	1
