rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
1789	LBR	lamin B receptor	1900	32	0	2	10	2	0	3	15	14	15	1.672402e-02	1	1.840000e-01	4.226652e-02	4.319738e-01
1790	MAP3K10	mitogen-activated protein kinase kinase kinase 10	2901	16	0	2	9	1	1	2	13	11	12	1.512360e-02	3.690000e-01	7.640000e-01	4.234322e-02	4.323067e-01
1791	IFT74	intraflagellar transport 74 homolog (Chlamydomonas)	3058	1	0	0	3	0	4	0	7	7	7	7.743323e-02	8.000000e-02	5.070000e-01	4.234638e-02	4.323067e-01
1792	ZNF167	zinc finger protein 167	2303	25	0	1	11	0	0	3	14	13	14	2.263936e-02	1	9.200000e-02	4.238367e-02	4.324459e-01
1793	FYCO1	FYVE and coiled-coil domain containing 1	5521	8	0	6	13	0	0	1	14	12	12	8.708651e-01	4.200000e-03	9.400000e-01	4.243159e-02	4.326934e-01
1794	C2orf24	chromosome 2 open reading frame 24	1346	11	0	0	2	0	0	4	6	6	5	1.022199e-01	6.100000e-02	8.710000e-01	4.250222e-02	4.331414e-01
1795	SLCO6A1	solute carrier organic anion transporter family, member 6A1	2212	1	0	4	18	0	1	5	24	22	20	5.550060e-01	8.800000e-03	5.389000e-01	4.252291e-02	4.331414e-01
1796	ZDHHC19	zinc finger, DHHC-type containing 19	958	10	0	2	0	0	0	2	2	2	1	7.190752e-01	1.000000e-02	6.960000e-01	4.267682e-02	4.344671e-01
1797	SPRED1	sprouty-related, EVH1 domain containing 1	1359	8	0	3	7	1	1	4	13	12	12	2.617459e-02	2.180000e-01	9.850000e-01	4.271265e-02	4.345900e-01
1798	C19orf2	chromosome 19 open reading frame 2	1650	2	0	1	10	0	0	4	14	14	12	7.843496e-02	6.800000e-02	8.930000e-01	4.280145e-02	4.348869e-01
1799	FAM104A	family with sequence similarity 104, member A	642	5	0	0	2	0	0	1	3	3	3	1.110614e-01	5.300000e-02	3.020000e-01	4.281614e-02	4.348869e-01
1800	RNF122	ring finger protein 122	488	21	0	1	4	1	0	1	6	6	6	2.958733e-02	1	1.490000e-01	4.281769e-02	4.348869e-01
1801	CRX	cone-rod homeobox	912	6	0	0	10	0	1	0	11	10	10	1.445561e-02	4.040000e-01	8.530000e-01	4.285958e-02	4.348869e-01
1802	ATP8B1	ATPase, class I, type 8B, member 1	3864	0	0	1	10	3	2	4	19	16	19	1.858109e-02	1	1.370000e-01	4.286076e-02	4.348869e-01
1803	MAP3K3	mitogen-activated protein kinase kinase kinase 3	2038	7	1	3	7	0	1	1	9	9	9	5.447550e-01	1.653000e-01	4.700000e-03	4.294552e-02	4.355052e-01
1804	PML	promyelocytic leukemia	3690	1	5	3	15	1	0	0	16	15	16	9.181877e-01	4.666000e-01	1.700000e-03	4.298711e-02	4.355262e-01
1805	LYPLA2	lysophospholipase II	732	19	0	0	0	0	0	2	2	2	1	7.255331e-01	1.000000e-02	1.700000e-01	4.299523e-02	4.355262e-01
1806	MAGEB2	melanoma antigen family B, 2	964	56	0	0	7	0	0	0	7	7	7	1.580524e-01	6.800000e-02	2.490000e-01	4.306949e-02	4.359433e-01
1807	TRIO	triple functional domain (PTPRF interacting)	9520	8	0	14	37	1	0	10	48	36	44	5.962079e-01	9.300000e-03	9.927000e-01	4.308587e-02	4.359433e-01
1808	TUBAL3	tubulin, alpha-like 3	1355	6	0	1	7	1	0	0	8	7	7	5.391272e-02	2.100000e-01	3.420000e-01	4.310793e-02	4.359433e-01
1809	RGL1	ral guanine nucleotide dissociation stimulator-like 1	3803	4	0	1	10	0	2	3	15	12	14	2.804801e-02	2.280000e-01	9.090000e-01	4.317814e-02	4.361913e-01
1810	ARRDC3	arrestin domain containing 3	1273	5	0	0	2	1	0	2	5	4	4	2.917473e-01	2.100000e-02	5.860000e-01	4.318404e-02	4.361913e-01
1811	HERC6	hect domain and RLD 6	2956	2	0	1	8	1	0	5	14	13	12	8.792463e-02	1.360000e-01	2.640000e-01	4.320403e-02	4.361913e-01
1812	MCM3AP	minichromosome maintenance complex component 3 associated protein	6159	5	0	9	13	0	1	5	19	18	18	7.309756e-01	1.070000e-02	3.014000e-01	4.326312e-02	4.365469e-01
1813	WNK2	WNK lysine deficient protein kinase 2	6767	0	0	0	17	0	1	4	22	17	20	1.762836e-02	2.790000e-01	6.110000e-01	4.329270e-02	4.366043e-01
1814	SCN9A	sodium channel, voltage-gated, type IX, alpha subunit	6038	6	0	3	32	0	0	8	40	33	36	2.105185e-01	1.650000e-02	5.954000e-01	4.334322e-02	4.368729e-01
1815	DNAJC8	DnaJ (Hsp40) homolog, subfamily C, member 8	796	23	0	0	3	1	0	1	5	5	5	2.708524e-02	1	2.190000e-01	4.354537e-02	4.386686e-01
1816	DCP2	DCP2 decapping enzyme homolog (S. cerevisiae)	1303	11	0	1	4	0	0	0	4	4	4	8.193472e-01	1.400000e-02	2.062000e-01	4.357944e-02	4.387701e-01
1817	KIAA0391	KIAA0391	1833	4	0	1	2	0	0	4	6	6	6	5.591311e-02	1	9.400000e-02	4.361089e-02	4.388451e-01
1818	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	1257	1	0	0	6	0	0	2	8	6	7	8.406202e-02	8.300000e-02	4.040000e-01	4.369396e-02	4.394392e-01
1819	RAB12	RAB12, member RAS oncogene family	755	2	0	2	4	0	0	2	6	6	6	1.921632e-02	1	3.270000e-01	4.398064e-02	4.420791e-01
1820	FER1L6	fer-1-like 6 (C. elegans)	5734	2	0	5	12	2	3	9	26	23	25	2.718557e-02	2.370000e-01	9.000000e-01	4.407908e-02	4.428252e-01
1821	TSTA3	tissue specific transplantation antigen P35B	1006	31	0	1	7	2	0	0	9	8	9	1.437337e-02	1	3.510000e-01	4.421057e-02	4.437830e-01
1822	ARSA	arylsulfatase A	1556	22	0	2	0	0	0	4	4	4	3	1.532714e-01	3.800000e-02	9.750000e-01	4.424678e-02	4.437830e-01
1823	OXER1	oxoeicosanoid (OXE) receptor 1	1274	10	0	2	3	0	0	2	5	5	4	1.597956e-01	3.700000e-02	7.760000e-01	4.424723e-02	4.437830e-01
1824	SEPT9	septin 9	2273	2	0	1	8	0	0	1	9	9	9	1.566770e-01	1	9.400000e-03	4.437325e-02	4.443944e-01
1825	NOLC1	nucleolar and coiled-body phosphoprotein 1	2386	19	0	1	9	0	1	2	12	12	12	7.536295e-03	1	8.530000e-01	4.437389e-02	4.443944e-01
1826	MAN2A1	mannosidase, alpha, class 2A, member 1	3519	5	0	2	4	2	2	5	13	7	11	9.673397e-01	6.000000e-03	6.591000e-01	4.441766e-02	4.443944e-01
1827	SLC26A2	solute carrier family 26 (sulfate transporter), member 2	2228	9	0	2	2	0	0	3	5	5	4	5.804391e-01	1.210000e-02	9.019000e-01	4.441990e-02	4.443944e-01
1828	ATP1A4	ATPase, Na+/K+ transporting, alpha 4 polypeptide	3174	19	0	5	18	1	0	2	21	20	21	7.547718e-03	6.090000e-01	7.920000e-01	4.442972e-02	4.443944e-01
1829	FAM73A	family with sequence similarity 73, member A	1961	6	0	0	5	1	0	4	10	9	10	2.353372e-02	1	1.720000e-01	4.446200e-02	4.444741e-01
1830	PLEKHM1	pleckstrin homology domain containing, family M (with RUN domain) member 1	3215	4	0	2	7	1	0	3	11	11	10	7.276772e-02	8.900000e-02	9.890000e-01	4.488307e-02	4.477524e-01
1831	PCNX	pecanex homolog (Drosophila)	7166	10	0	2	20	2	1	2	25	20	25	1.105941e-02	1	3.960000e-01	4.489011e-02	4.477524e-01
1832	LRRC45	leucine rich repeat containing 45	2077	8	0	0	5	0	0	3	8	8	7	5.539349e-02	2.130000e-01	4.100000e-01	4.490106e-02	4.477524e-01
1833	DLK1	delta-like 1 homolog (Drosophila)	1168	2	0	2	2	0	1	2	5	5	4	1.737380e-01	3.600000e-02	8.620000e-01	4.490190e-02	4.477524e-01
1834	RBM44	RNA binding motif protein 44	3219	4	0	0	7	1	0	4	12	9	11	4.578817e-02	1.300000e-01	9.400000e-01	4.491238e-02	4.477524e-01
1835	SPO11	SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)	1241	11	0	0	7	0	0	0	7	7	7	7.039920e-02	1	1.800000e-02	4.504337e-02	4.488136e-01
1836	CD2BP2	CD2 (cytoplasmic tail) binding protein 2	1050	0	0	1	3	0	0	2	5	4	4	1.536435e-01	3.800000e-02	3.130000e-01	4.508555e-02	4.488560e-01
1837	EDA	ectodysplasin A	1336	1	0	0	3	0	2	0	5	4	4	9.851884e-02	7.800000e-02	1	4.509672e-02	4.488560e-01
1838	TIGD7	tigger transposable element derived 7	1650	5	0	1	5	0	0	2	7	7	6	1.136050e-01	6.100000e-02	6.180000e-01	4.529462e-02	4.505804e-01
1839	TERF2	telomeric repeat binding factor 2	1539	3	0	0	8	0	2	1	11	11	11	7.737781e-03	1	9.000000e-01	4.535609e-02	4.506407e-01
1840	ATAD2B	ATPase family, AAA domain containing 2B	4485	0	0	1	6	0	0	3	9	9	8	6.917153e-01	5.350000e-02	7.310000e-02	4.540193e-02	4.506407e-01
1841	LRRIQ3	leucine-rich repeats and IQ motif containing 3	2087	11	0	4	12	0	0	9	21	20	19	4.726440e-01	1.150000e-02	9.634000e-01	4.542210e-02	4.506407e-01
1842	AJAP1	adherens junctions associated protein 1	1256	1	0	7	5	0	0	3	8	8	7	9.125624e-01	4.900000e-03	6.416000e-01	4.544843e-02	4.506407e-01
1843	EHD2	EH-domain containing 2	1652	11	0	3	10	0	0	1	11	9	10	1.939583e-01	4.400000e-02	2.890000e-01	4.545598e-02	4.506407e-01
1844	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	7310	10	0	16	31	3	5	3	42	38	42	1.455712e-02	1	2.540000e-01	4.545895e-02	4.506407e-01
1845	BTRC	beta-transducin repeat containing	1874	16	0	3	4	1	1	3	9	9	8	4.150737e-02	1.660000e-01	6.730000e-01	4.547320e-02	4.506407e-01
1846	UBN2	ubinuclein 2	4112	4	0	1	9	1	1	6	17	15	17	7.768724e-03	1	7.230000e-01	4.550646e-02	4.507260e-01
1847	OR4P4	olfactory receptor, family 4, subfamily P, member 4	938	0	0	0	8	1	0	3	12	12	10	2.887674e-01	2.200000e-02	4.410000e-01	4.564241e-02	4.518277e-01
1848	NOL6	nucleolar protein family 6 (RNA-associated)	3543	24	0	6	16	4	0	4	24	20	23	1.733556e-02	7.200000e-01	1.860000e-01	4.583138e-02	4.534529e-01
1849	MYOF	myoferlin	6398	3	0	2	21	1	2	3	27	24	26	1.724454e-02	3.920000e-01	5.530000e-01	4.588274e-02	4.537156e-01
1850	FIGN	fidgetin	2284	6	0	4	13	1	0	5	19	17	17	2.713738e-01	5.200000e-02	2.170000e-01	4.599699e-02	4.543561e-01
1851	FANCC	Fanconi anemia, complementation group C	1733	0	0	0	2	1	1	2	6	6	6	1.947992e-02	1	2.010000e-01	4.599722e-02	4.543561e-01
1852	SETD6	SET domain containing 6	1452	15	0	0	3	1	1	2	7	7	7	7.881335e-03	1	4.750000e-01	4.605267e-02	4.546165e-01
1853	TMBIM4	transmembrane BAX inhibitor motif containing 4	743	1	0	1	3	0	0	3	6	5	5	6.919067e-02	9.400000e-02	6.750000e-01	4.608368e-02	4.546165e-01
1854	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	4386	4	0	3	8	0	1	5	14	13	13	3.586696e-01	1.220000e-01	5.900000e-02	4.609818e-02	4.546165e-01
1855	KIF7	kinesin family member 7	4104	14	0	2	2	0	0	6	8	8	7	7.905305e-02	9.100000e-02	7.100000e-01	4.616873e-02	4.550361e-01
1856	CCRL1	chemokine (C-C motif) receptor-like 1	1057	8	0	0	5	0	0	1	6	6	5	6.327842e-02	3.570000e-01	8.300000e-02	4.619050e-02	4.550361e-01
1857	ZFP91	zinc finger protein 91 homolog (mouse)	1753	0	0	0	5	0	0	3	8	8	7	9.313537e-02	6.500000e-02	6.070000e-01	4.622294e-02	4.551105e-01
1858	SRPR	signal recognition particle receptor ('docking protein')	2281	27	0	2	12	0	1	3	16	16	15	1.961050e-02	3.250000e-01	9.310000e-01	4.644229e-02	4.570241e-01
1859	LYPD2	LY6/PLAUR domain containing 2	390	12	0	1	3	0	0	1	4	4	4	1.863439e-02	1	2.790000e-01	4.650827e-02	4.572457e-01
1860	PCOLCE2	procollagen C-endopeptidase enhancer 2	1280	12	0	2	10	0	0	0	10	10	9	7.744539e-02	2.790000e-01	1.950000e-01	4.651482e-02	4.572457e-01
1861	SIX5	SIX homeobox 5	2243	0	0	1	2	0	0	2	4	4	3	1.599710e-01	3.600000e-02	9.970000e-01	4.661951e-02	4.579862e-01
1862	CPSF2	cleavage and polyadenylation specific factor 2, 100kDa	2537	4	0	0	4	0	0	3	7	7	6	2.426342e-01	2.900000e-02	9.410000e-01	4.665996e-02	4.579862e-01
1863	SLC30A8	solute carrier family 30 (zinc transporter), member 8	1146	6	0	3	8	0	0	2	10	10	9	4.375975e-02	1.600000e-01	5.820000e-01	4.666530e-02	4.579862e-01
1864	TIE1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	3507	2	0	6	20	1	2	4	27	25	26	6.578988e-02	7.200000e-02	9.890000e-01	4.675377e-02	4.580295e-01
1865	LIPT1	lipoyltransferase 1	1127	2	0	1	3	0	1	2	6	5	5	1.315869e-01	4.000000e-02	9.360000e-01	4.675585e-02	4.580295e-01
1866	DUOX2	dual oxidase 2	4842	3	0	5	20	2	1	2	25	21	23	8.631815e-02	1.430000e-01	2.800000e-01	4.675967e-02	4.580295e-01
1867	ENDOU	endonuclease, polyU-specific	1269	16	0	0	4	0	0	2	6	6	5	4.868342e-02	1.480000e-01	6.740000e-01	4.678464e-02	4.580295e-01
1868	C3orf1	chromosome 3 open reading frame 1	882	3	0	0	7	0	0	0	7	7	7	5.394599e-02	1	4.100000e-02	4.680967e-02	4.580295e-01
1869	KIF13B	kinesin family member 13B	5639	5	0	7	14	1	1	4	20	19	19	3.379570e-01	1.820000e-02	6.548000e-01	4.683583e-02	4.580295e-01
1870	TCEAL5	transcription elongation factor A (SII)-like 5	625	16	0	1	5	0	0	0	5	5	5	1.218984e-01	1	2.400000e-02	4.684507e-02	4.580295e-01
1871	RB1	retinoblastoma 1 (including osteosarcoma)	3704	3	0	1	8	3	1	2	14	14	14	1.424497e-02	1	3.220000e-01	4.692878e-02	4.586028e-01
1872	KIAA0586	KIAA0586	4535	5	0	4	7	0	0	5	12	12	10	8.601187e-01	6.600000e-03	9.847000e-01	4.703703e-02	4.594151e-01
1873	MOSPD3	motile sperm domain containing 3	728	4	0	0	3	0	0	0	3	3	2	4.761775e-01	1.700000e-02	8.590000e-01	4.708473e-02	4.596354e-01
1874	HPGDS	hematopoietic prostaglandin D synthase	620	76	0	0	2	1	0	1	4	3	4	3.241215e-01	5.200000e-02	6.030000e-01	4.712335e-02	4.597669e-01
1875	IL17RC	interleukin 17 receptor C	2454	12	0	1	9	1	0	2	12	11	11	3.121034e-01	1.960000e-01	5.800000e-02	4.717944e-02	4.599496e-01
1876	C10orf88	chromosome 10 open reading frame 88	1358	12	0	0	2	2	0	2	6	6	6	8.117375e-03	1	9.610000e-01	4.719238e-02	4.599496e-01
1877	C18orf19	chromosome 18 open reading frame 19	831	7	0	2	5	0	0	2	7	6	6	1.981903e-01	1.670000e-01	8.800000e-02	4.723294e-02	4.600997e-01
1878	ANKRD40	ankyrin repeat domain 40	1123	51	0	2	4	0	0	3	7	7	6	1.276058e-01	4.700000e-02	9.840000e-01	4.743000e-02	4.617733e-01
1879	C11orf54	chromosome 11 open reading frame 54	892	18	0	1	2	0	0	2	4	4	3	2.215725e-01	2.200000e-02	9.990000e-01	4.758096e-02	4.629204e-01
1880	MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	2174	7	0	5	15	1	1	3	20	16	19	1.139143e-02	6.600000e-01	5.230000e-01	4.759847e-02	4.629204e-01
1881	ERMN	ermin, ERM-like protein	906	10	0	1	0	0	0	2	2	2	1	8.216877e-01	1.000000e-02	4.643000e-01	4.767075e-02	4.633769e-01
1882	PCBP2	poly(rC) binding protein 2	1157	6	0	0	2	0	1	2	5	5	4	2.298799e-01	3.300000e-02	1.920000e-01	4.795287e-02	4.657139e-01
1883	LRRC52	leucine rich repeat containing 52	948	0	0	6	8	4	0	0	12	12	12	1.021927e-01	5.100000e-02	8.730000e-01	4.796211e-02	4.657139e-01
1884	SH2D4A	SH2 domain containing 4A	1445	18	0	1	2	0	2	1	5	5	5	3.314291e-01	2.400000e-02	7.560000e-01	4.800104e-02	4.658445e-01
1885	CACNG6	calcium channel, voltage-dependent, gamma subunit 6	795	16	0	1	1	0	0	2	3	3	2	4.623697e-01	2.500000e-02	8.310000e-01	4.817797e-02	4.669593e-01
1886	TADA2B	transcriptional adaptor 2B	2318	4	0	1	10	0	0	0	10	10	10	5.374263e-02	1	5.000000e-02	4.821365e-02	4.669593e-01
1887	MED10	mediator complex subunit 10	422	107	0	0	0	0	0	2	2	2	1	8.332509e-01	1.000000e-02	3.397000e-01	4.822515e-02	4.669593e-01
1888	AMICA1	adhesion molecule, interacts with CXADR antigen 1	1236	5	0	0	6	0	1	1	8	7	8	1.563980e-02	1	4.180000e-01	4.824194e-02	4.669593e-01
1889	TTC3	tetratricopeptide repeat domain 3	6400	0	0	2	23	2	0	6	31	25	31	5.210227e-02	3.080000e-01	1.700000e-01	4.824361e-02	4.669593e-01
1890	MYBBP1A	MYB binding protein (P160) 1a	4142	2	0	0	12	1	0	3	16	16	16	8.351119e-03	1	8.670000e-01	4.831423e-02	4.673191e-01
1891	NAPSA	napsin A aspartic peptidase	1299	4	0	4	6	0	0	4	10	9	9	2.695101e-01	1.600000e-02	7.040000e-01	4.833190e-02	4.673191e-01
1892	MSLN	mesothelin	1957	0	0	2	6	0	0	4	10	9	9	6.110892e-02	1.790000e-01	4.420000e-01	4.841375e-02	4.676364e-01
1893	KIF9	kinesin family member 9	2503	14	0	2	6	1	1	3	11	10	10	8.210835e-02	8.800000e-02	8.110000e-01	4.842872e-02	4.676364e-01
1894	EXOC7	exocyst complex component 7	2736	9	0	1	10	2	1	1	14	14	14	8.377713e-03	1	1	4.844145e-02	4.676364e-01
1895	DACH2	dachshund homolog 2 (Drosophila)	1855	1	0	5	13	1	0	4	18	18	16	7.579614e-01	6.100000e-03	9.920000e-01	4.861190e-02	4.690343e-01
1896	SHISA2	shisa homolog 2 (Xenopus laevis)	894	31	0	1	7	0	0	1	8	8	8	8.446454e-03	1	9.460000e-01	4.876990e-02	4.703105e-01
1897	CDCP1	CUB domain containing protein 1	2549	17	0	2	8	1	0	1	10	9	10	1.747628e-01	1	6.700000e-03	4.882748e-02	4.706176e-01
1898	GABARAPL1	GABA(A) receptor-associated protein like 1	366	3	0	1	5	0	1	0	6	6	6	8.473530e-03	1	8.160000e-01	4.889911e-02	4.708994e-01
1899	ADAM11	ADAM metallopeptidase domain 11	2414	3	0	1	3	0	1	2	6	6	5	2.734013e-01	2.700000e-02	8.250000e-01	4.890823e-02	4.708994e-01
1900	C12orf11	chromosome 12 open reading frame 11	2185	31	0	1	5	0	0	2	7	7	6	5.674627e-01	7.600000e-02	8.000000e-02	4.908228e-02	4.723265e-01
1901	CHGA	chromogranin A (parathyroid secretory protein 1)	1402	51	0	1	0	0	0	2	2	2	1	8.542257e-01	1.000000e-02	8.270000e-01	4.922672e-02	4.734599e-01
1902	VAX1	ventral anterior homeobox 1	1151	1	0	1	4	1	0	1	6	6	5	3.168468e-01	1.730000e-01	2.300000e-02	4.928676e-02	4.734599e-01
1903	PCDH11Y	protocadherin 11 Y-linked	4097	2	0	0	7	0	0	1	8	7	8	5.382185e-01	1	4.100000e-03	4.930013e-02	4.734599e-01
1904	M6PR	mannose-6-phosphate receptor (cation dependent)	857	54	0	1	1	0	0	2	3	3	2	3.890186e-01	1.600000e-02	9.050000e-01	4.930364e-02	4.734599e-01
1905	LUZP4	leucine zipper protein 4	956	12	0	0	3	4	0	1	8	7	8	8.604654e-03	1	9.120000e-01	4.952367e-02	4.750163e-01
1906	TRIM9	tripartite motif-containing 9	2217	6	0	9	20	0	1	3	24	21	23	1.768508e-02	3.500000e-01	9.750000e-01	4.956162e-02	4.750163e-01
1907	DMRTB1	DMRT-like family B with proline-rich C-terminal, 1	1043	0	0	4	6	0	0	3	9	9	8	5.099526e-02	9.700000e-02	4.660000e-01	4.958808e-02	4.750163e-01
1908	ZNF311	zinc finger protein 311	2021	7	0	2	9	0	0	1	10	10	10	1.077557e-01	6.700000e-02	4.490000e-01	4.959881e-02	4.750163e-01
1909	SPIN3	spindlin family, member 3	781	60	0	1	0	0	0	2	2	2	1	8.634031e-01	1.000000e-02	9.752000e-01	4.966332e-02	4.750163e-01
1910	ATF5	activating transcription factor 5	853	72	0	0	2	0	0	3	5	5	4	2.333920e-01	1.030000e-01	6.400000e-02	4.967033e-02	4.750163e-01
1911	GPS1	G protein pathway suppressor 1	2030	9	0	2	8	0	2	2	12	10	12	1.778633e-02	1	2.830000e-01	4.971144e-02	4.750163e-01
1912	MNT	MAX binding protein	1769	8	0	1	7	0	0	2	9	8	9	4.078589e-02	2.390000e-01	5.010000e-01	4.972308e-02	4.750163e-01
1913	SEC31B	SEC31 homolog B (S. cerevisiae)	3640	10	0	2	15	0	2	1	18	18	18	1.165414e-02	5.520000e-01	5.470000e-01	4.972670e-02	4.750163e-01
1914	KCNJ14	potassium inwardly-rectifying channel, subfamily J, member 14	1321	5	0	1	6	1	0	0	7	7	6	3.446592e-02	3.720000e-01	4.820000e-01	4.974369e-02	4.750163e-01
1915	WEE1	WEE1 homolog (S. pombe)	1981	3	0	0	3	0	1	2	6	6	6	3.845595e-02	1	1.640000e-01	4.975149e-02	4.750163e-01
1916	PRKRA	protein kinase, interferon-inducible double stranded RNA dependent activator	1145	10	0	0	4	1	1	0	6	6	5	4.759155e-02	1.610000e-01	5.940000e-01	4.979458e-02	4.751796e-01
1917	FGF12	fibroblast growth factor 12	763	2	0	3	8	1	0	0	9	9	7	2.553539e-01	2.200000e-02	3.360000e-01	4.989130e-02	4.758542e-01
1918	SLC35D3	solute carrier family 35, member D3	1255	12	0	2	3	1	0	0	4	4	4	3.934185e-01	1	1.090000e-02	5.013729e-02	4.779472e-01
1919	PTTG1IP	pituitary tumor-transforming 1 interacting protein	563	11	0	0	3	0	1	1	5	5	5	8.739320e-03	1	7.410000e-01	5.016302e-02	4.779472e-01
1920	CREB5	cAMP responsive element binding protein 5	1618	6	0	4	3	1	1	2	7	7	6	4.464932e-01	5.320000e-02	1.699000e-01	5.043110e-02	4.800877e-01
1921	C15orf29	chromosome 15 open reading frame 29	951	24	0	0	3	0	1	4	8	8	7	2.801859e-02	2.470000e-01	9.370000e-01	5.044019e-02	4.800877e-01
1922	SNPH	syntaphilin	1501	10	1	2	8	0	3	1	12	12	10	1.858931e-02	2.790000e-01	9.170000e-01	5.050407e-02	4.803591e-01
1923	SUN3	Sad1 and UNC84 domain containing 3	1118	0	0	0	3	0	0	3	6	6	6	8.814965e-03	1	7.290000e-01	5.052125e-02	4.803591e-01
1924	RNF31	ring finger protein 31	3596	0	0	0	13	0	1	3	17	16	16	1.878815e-01	3.200000e-02	9.000000e-01	5.059441e-02	4.808047e-01
1925	RTN4	reticulon 4	3647	8	0	2	6	0	1	2	9	7	8	4.024926e-01	3.100000e-02	3.500000e-01	5.070981e-02	4.815133e-01
1926	SLC16A6	solute carrier family 16, member 6 (monocarboxylic acid transporter 7)	1592	8	0	3	2	0	0	2	4	4	3	4.953479e-01	1.610000e-02	5.989000e-01	5.076600e-02	4.815133e-01
1927	THRAP3	thyroid hormone receptor associated protein 3	2908	0	0	0	12	4	0	4	20	17	18	4.981537e-02	1.120000e-01	5.710000e-01	5.076793e-02	4.815133e-01
1928	MBTPS2	membrane-bound transcription factor peptidase, site 2	2653	1	0	1	3	0	1	3	7	6	7	8.875178e-03	1	9.910000e-01	5.080593e-02	4.815133e-01
1929	C4orf37	chromosome 4 open reading frame 37	1422	5	0	3	6	0	0	5	11	11	8	9.864458e-01	5.900000e-03	4.711000e-01	5.081932e-02	4.815133e-01
1930	SERPIND1	serpin peptidase inhibitor, clade D (heparin cofactor), member 1	1516	5	0	0	2	0	0	4	6	5	6	2.960315e-01	2.900000e-02	5.520000e-01	5.083318e-02	4.815133e-01
1931	CCNL2	cyclin L2	1674	19	0	3	8	1	1	3	13	12	13	2.284116e-02	1	1.470000e-01	5.085332e-02	4.815133e-01
1932	GMNN	geminin, DNA replication inhibitor	654	3	0	0	1	1	0	0	2	2	2	3.559086e-01	1	2.400000e-02	5.091238e-02	4.816450e-01
1933	TTC15	tetratricopeptide repeat domain 15	2252	10	0	0	4	1	2	3	10	9	10	3.170640e-02	1	1.080000e-01	5.096801e-02	4.816450e-01
1934	RALGAPA2	Ral GTPase activating protein, alpha subunit 2 (catalytic)	5778	0	0	1	11	0	1	6	18	15	16	5.939897e-01	1.700000e-02	2.760000e-01	5.096965e-02	4.816450e-01
1935	CYP2D6	cytochrome P450, family 2, subfamily D, polypeptide 6	1530	9	0	1	11	0	1	1	13	11	12	8.910471e-03	6.610000e-01	7.350000e-01	5.097260e-02	4.816450e-01
1936	SQLE	squalene epoxidase	1664	0	0	2	6	1	0	2	9	9	8	4.797209e-02	1.410000e-01	8.160000e-01	5.103083e-02	4.819462e-01
1937	ZNF323	zinc finger protein 323	1237	14	0	1	3	1	0	0	4	4	4	5.412672e-01	1	5.500000e-03	5.106905e-02	4.820581e-01
1938	KCTD13	potassium channel tetramerisation domain containing 13	1010	27	0	2	0	0	0	2	2	2	1	8.963012e-01	1.000000e-02	4.510000e-01	5.122047e-02	4.832379e-01
1939	KTELC1	KTEL (Lys-Tyr-Glu-Leu) containing 1	1221	3	0	3	7	1	1	1	10	10	10	8.999229e-03	1	6.130000e-01	5.139114e-02	4.845981e-01
1940	RAB6C	RAB6C, member RAS oncogene family	765	0	0	2	2	0	0	0	2	2	2	9.032449e-01	1.000000e-02	2.238000e-01	5.154757e-02	4.858226e-01
1941	TTBK2	tau tubulin kinase 2	3791	11	0	3	5	2	1	4	12	11	11	6.969777e-02	1.020000e-01	6.330000e-01	5.168055e-02	4.866749e-01
1942	MICALL1	MICAL-like 1	2654	0	0	0	5	0	1	0	6	6	5	5.092692e-02	1.400000e-01	6.580000e-01	5.170068e-02	4.866749e-01
1943	PEG3	paternally expressed 3	4801	5	0	10	34	1	0	3	38	32	34	9.857220e-01	4.600000e-03	1.750000e-01	5.171786e-02	4.866749e-01
1944	HECA	headcase homolog (Drosophila)	1644	1	0	3	12	0	0	5	17	16	15	3.931585e-02	1.560000e-01	9.340000e-01	5.178049e-02	4.868196e-01
1945	AMIGO1	adhesion molecule with Ig-like domain 1	1486	18	0	2	1	1	0	1	3	3	3	7.898467e-01	1.090000e-02	7.385000e-01	5.178649e-02	4.868196e-01
1946	DTX1	deltex homolog 1 (Drosophila)	1895	26	0	3	17	1	0	0	18	15	18	9.090058e-03	1	9.390000e-01	5.181855e-02	4.868707e-01
1947	OR4M2	olfactory receptor, family 4, subfamily M, member 2	946	0	0	1	9	1	0	2	12	11	11	3.334533e-01	1.840000e-01	4.370000e-02	5.188067e-02	4.872040e-01
1948	RCAN1	regulator of calcineurin 1	862	4	0	0	2	0	0	1	3	3	3	4.142929e-01	2.200000e-02	2.180000e-01	5.193315e-02	4.874464e-01
1949	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative function)	1374	45	0	3	0	0	0	2	2	2	1	9.147581e-01	1.000000e-02	9.142000e-01	5.208876e-02	4.886561e-01
