rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
4042	PLD5	phospholipase D family, member 5	1371	2	0	0	1	0	0	0	1	1	1	3.645466e-01	NaN	NaN	3.645466e-01	1
4043	ZBTB3	zinc finger and BTB domain containing 3	1729	71	0	0	2	0	0	0	2	2	2	4.197942e-01	1	2.080000e-01	3.646828e-01	1
4044	ARCN1	archain 1	1572	14	0	1	1	0	0	0	1	1	1	3.648628e-01	NaN	NaN	3.648628e-01	1
4045	CD37	CD37 molecule	874	296	0	0	0	0	0	1	1	1	1	3.648912e-01	NaN	NaN	3.648912e-01	1
4046	PPM1J	protein phosphatase 1J (PP2C domain containing)	1556	63	0	0	1	0	0	0	1	1	1	3.649188e-01	NaN	NaN	3.649188e-01	1
4047	ASH2L	ash2 (absent, small, or homeotic)-like (Drosophila)	1951	33	0	0	1	0	0	0	1	1	1	3.650349e-01	NaN	NaN	3.650349e-01	1
4048	ZFYVE16	zinc finger, FYVE domain containing 16	4688	0	0	0	3	0	0	0	3	3	3	2.912088e-01	1	2.920000e-01	3.650421e-01	1
4049	ADAR	adenosine deaminase, RNA-specific	3737	4	0	2	2	0	0	0	2	2	2	7.707590e-01	1	1.440000e-01	3.650507e-01	1
4050	ORAI3	ORAI calcium release-activated calcium modulator 3	892	183	0	0	1	0	0	0	1	1	1	3.654336e-01	NaN	NaN	3.654336e-01	1
4051	OR5L1	olfactory receptor, family 5, subfamily L, member 1	936	110	0	1	5	0	0	0	5	5	5	4.322615e-01	2.260000e-01	8.710000e-01	3.655515e-01	1
4052	REM2	RAS (RAD and GEM)-like GTP binding 2	1041	321	0	0	1	0	0	0	1	1	1	3.656891e-01	NaN	NaN	3.656891e-01	1
4053	ACTA1	actin, alpha 1, skeletal muscle	1158	6	0	1	1	0	0	0	1	1	1	3.659062e-01	NaN	NaN	3.659062e-01	1
4054	PPP2R5A	protein phosphatase 2, regulatory subunit B', alpha isoform	1509	431	0	0	2	0	0	1	3	3	3	1.160140e-01	1	7.420000e-01	3.659133e-01	1
4055	GALT	galactose-1-phosphate uridylyltransferase	1182	122	0	0	1	0	0	0	1	1	1	3.660859e-01	NaN	NaN	3.660859e-01	1
4056	ASPH	aspartate beta-hydroxylase	3101	62	0	0	2	0	0	0	2	2	2	6.951780e-01	1	7.600000e-02	3.660872e-01	1
4057	ERCC6L	excision repair cross-complementing rodent repair deficiency, complementation group 6-like	3759	22	0	0	1	0	0	0	1	1	1	3.662735e-01	NaN	NaN	3.662735e-01	1
4058	GHR	growth hormone receptor	1953	21	0	0	1	0	0	0	1	1	1	3.663361e-01	NaN	NaN	3.663361e-01	1
4059	ICAM5	intercellular adhesion molecule 5, telencephalin	2817	34	0	0	1	0	0	0	1	1	1	3.663799e-01	NaN	NaN	3.663799e-01	1
4060	FGA	fibrinogen alpha chain	2665	211	0	2	5	0	0	0	5	5	5	1.162463e-01	1	6.640000e-01	3.664135e-01	1
4061	EME2	essential meiotic endonuclease 1 homolog 2 (S. pombe)	1364	82	0	1	1	0	0	1	2	2	2	1.162737e-01	1	7.340000e-01	3.664723e-01	1
4062	COIL	coilin	1757	4	0	0	4	0	0	0	4	4	4	1.163672e-01	1	6.290000e-01	3.666735e-01	1
4063	PSMD6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	1200	54	0	0	1	0	0	0	1	1	1	3.667122e-01	NaN	NaN	3.667122e-01	1
4064	GLT8D2	glycosyltransferase 8 domain containing 2	1086	38	0	1	1	0	0	0	1	1	1	3.667335e-01	NaN	NaN	3.667335e-01	1
4065	POMC	proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)	812	273	0	0	2	0	0	0	2	2	2	1.164604e-01	1	5.410000e-01	3.668740e-01	1
4066	EFR3A	EFR3 homolog A (S. cerevisiae)	2554	43	0	2	0	1	0	1	2	2	2	1.164694e-01	1	9.080000e-01	3.668933e-01	1
4067	MAN1B1	mannosidase, alpha, class 1B, member 1	2150	19	0	0	1	0	0	0	1	1	1	3.668960e-01	NaN	NaN	3.668960e-01	1
4068	PHF21B	PHD finger protein 21B	1648	4	0	0	2	0	0	0	2	2	2	1.164753e-01	1	6.040000e-01	3.669061e-01	1
4069	KCNJ10	potassium inwardly-rectifying channel, subfamily J, member 10	1142	3	0	0	2	0	0	0	2	2	2	1.164856e-01	1	6.660000e-01	3.669281e-01	1
4070	KLHL28	kelch-like 28 (Drosophila)	1730	15	0	0	2	0	0	0	2	2	2	1.165093e-01	1	6.460000e-01	3.669791e-01	1
4071	PDCD2	programmed cell death 2	1084	1	0	0	1	0	0	0	1	1	1	3.670655e-01	NaN	NaN	3.670655e-01	1
4072	DDOST	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	1411	12	0	1	1	0	0	0	1	1	1	3.670893e-01	NaN	NaN	3.670893e-01	1
4073	KLHL5	kelch-like 5 (Drosophila)	2308	30	0	0	1	0	0	0	1	1	1	3.671425e-01	NaN	NaN	3.671425e-01	1
4074	CXCL9	chemokine (C-X-C motif) ligand 9	392	358	0	0	1	0	0	0	1	1	1	3.671989e-01	NaN	NaN	3.671989e-01	1
4075	CCDC142	coiled-coil domain containing 142	2264	11	0	0	1	0	0	0	1	1	1	3.674494e-01	NaN	NaN	3.674494e-01	1
4076	DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2	1020	161	0	0	1	0	0	0	1	1	1	3.675735e-01	NaN	NaN	3.675735e-01	1
4077	GATAD2B	GATA zinc finger domain containing 2B	1821	149	0	1	0	1	0	0	1	1	1	3.676091e-01	NaN	NaN	3.676091e-01	1
4078	KIF21A	kinesin family member 21A	5173	113	0	3	3	0	0	0	3	3	3	7.349898e-01	1	1.020000e-01	3.677398e-01	1
4079	TRPM7	transient receptor potential cation channel, subfamily M, member 7	5750	12	0	1	1	0	0	0	1	1	1	3.678872e-01	NaN	NaN	3.678872e-01	1
4080	ZNF578	zinc finger protein 578	1785	41	0	0	3	0	0	0	3	3	3	2.866829e-01	1	2.800000e-01	3.679614e-01	1
4081	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	3013	2	0	0	2	1	0	0	3	2	3	1.169862e-01	1	4.010000e-01	3.680034e-01	1
4082	GZF1	GDNF-inducible zinc finger protein 1	2152	10	0	0	1	0	0	0	1	1	1	3.680386e-01	NaN	NaN	3.680386e-01	1
4083	PARP15	poly (ADP-ribose) polymerase family, member 15	2152	48	0	0	1	0	0	0	1	1	1	3.680962e-01	NaN	NaN	3.680962e-01	1
4084	MCM10	minichromosome maintenance complex component 10	2704	82	0	2	0	1	0	0	1	1	1	3.681836e-01	NaN	NaN	3.681836e-01	1
4085	C2orf34	chromosome 2 open reading frame 34	1012	687	0	0	1	0	1	1	3	3	3	1.170718e-01	1	8.070000e-01	3.681871e-01	1
4086	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	1100	134	0	0	1	1	0	0	2	2	2	1.171180e-01	1	4.140000e-01	3.682861e-01	1
4087	IFFO1	intermediate filament family orphan 1	1730	21	0	0	2	0	0	0	2	2	2	1.171539e-01	1	5.970000e-01	3.683630e-01	1
4088	OR2M2	olfactory receptor, family 2, subfamily M, member 2	1042	57	0	2	2	0	0	0	2	2	2	5.330778e-01	1	7.900000e-02	3.686272e-01	1
4089	COL4A1	collagen, type IV, alpha 1	5214	1	0	0	1	0	1	0	2	2	2	1.955370e-01	1	3.300000e-01	3.687238e-01	1
4090	SAV1	salvador homolog 1 (Drosophila)	1168	275	0	0	1	0	0	0	1	1	1	3.687270e-01	NaN	NaN	3.687270e-01	1
4091	TPPP	tubulin polymerization promoting protein	672	215	0	0	1	0	0	0	1	1	1	3.687936e-01	NaN	NaN	3.687936e-01	1
4092	CARD18	caspase recruitment domain family, member 18	282	57	0	0	1	0	0	0	1	1	1	3.688162e-01	NaN	NaN	3.688162e-01	1
4093	PRSS23	protease, serine, 23	1156	4	0	0	2	0	0	0	2	2	2	1.173932e-01	1	3.230000e-01	3.688760e-01	1
4094	ACAD10	acyl-Coenzyme A dehydrogenase family, member 10	3357	34	0	1	4	0	0	0	4	3	4	1.174051e-01	1	4.700000e-01	3.689015e-01	1
4095	SLAMF8	SLAM family member 8	874	76	0	0	1	0	0	0	1	1	1	3.689263e-01	NaN	NaN	3.689263e-01	1
4096	ALS2CL	ALS2 C-terminal like	2962	41	0	3	3	0	0	0	3	3	3	1.174925e-01	1	9.810000e-01	3.690886e-01	1
4097	RNASEN	ribonuclease type III, nuclear	4257	31	0	1	2	0	0	1	3	3	3	1.175978e-01	1	6.940000e-01	3.693141e-01	1
4098	LRRC55	leucine rich repeat containing 55	1030	95	0	1	1	0	0	0	1	1	1	3.694036e-01	NaN	NaN	3.694036e-01	1
4099	MTDH	metadherin	1793	80	0	1	2	0	0	0	2	2	2	4.507850e-01	1	2.150000e-01	3.694363e-01	1
4100	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	1189	74	0	0	0	0	0	1	1	1	1	3.694780e-01	NaN	NaN	3.694780e-01	1
4101	RAGE	renal tumor antigen	1304	142	0	0	1	0	0	0	1	1	1	3.695398e-01	NaN	NaN	3.695398e-01	1
4102	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	2339	41	0	2	3	0	0	0	3	3	3	1.177080e-01	1	5.360000e-01	3.695500e-01	1
4103	C11orf2	chromosome 11 open reading frame2	2387	5	0	0	1	0	0	0	1	1	1	3.696077e-01	NaN	NaN	3.696077e-01	1
4104	PTCRA	pre T-cell antigen receptor alpha	860	500	0	0	0	0	0	1	1	1	1	3.696347e-01	NaN	NaN	3.696347e-01	1
4105	MYO7A	myosin VIIA	6872	29	0	2	3	0	0	1	4	4	4	4.090084e-01	1	2.710000e-01	3.697348e-01	1
4106	KRT5	keratin 5 (epidermolysis bullosa simplex, Dowling-Meara/Kobner/Weber-Cockayne types)	1805	149	0	0	1	0	0	0	1	1	1	3.697528e-01	NaN	NaN	3.697528e-01	1
4107	CYP2C8	cytochrome P450, family 2, subfamily C, polypeptide 8	1507	1	0	0	3	0	1	0	4	4	4	1.866976e-01	1	4.060000e-01	3.697600e-01	1
4108	RIN1	Ras and Rab interactor 1	2388	31	0	0	1	0	0	0	1	1	1	3.698026e-01	NaN	NaN	3.698026e-01	1
4109	CACNG8	calcium channel, voltage-dependent, gamma subunit 8	1293	1	0	1	1	0	0	0	1	1	1	3.699261e-01	NaN	NaN	3.699261e-01	1
4110	CACNG7	calcium channel, voltage-dependent, gamma subunit 7	846	739	0	0	3	0	1	0	4	4	4	1.179635e-01	1	7.430000e-01	3.700963e-01	1
4111	FCGBP	Fc fragment of IgG binding protein	16360	70	0	6	9	1	0	1	11	11	11	1.179651e-01	1	6.850000e-01	3.700998e-01	1
4112	C17orf104	chromosome 17 open reading frame 104	2887	65	0	0	1	0	0	0	1	1	1	3.703260e-01	NaN	NaN	3.703260e-01	1
4113	CYP2B6	cytochrome P450, family 2, subfamily B, polypeptide 6	1510	4	0	0	3	0	0	0	3	3	3	3.373516e-01	1	3.000000e-01	3.703304e-01	1
4114	QSOX1	quiescin Q6 sulfhydryl oxidase 1	2301	30	0	0	2	0	0	0	2	2	2	2.098100e-01	1	5.160000e-01	3.704372e-01	1
4115	PANK1	pantothenate kinase 1	1851	112	0	1	3	0	0	0	3	3	3	1.181399e-01	1	8.730000e-01	3.704732e-01	1
4116	BBS1	Bardet-Biedl syndrome 1	1848	108	0	0	2	0	0	0	2	2	2	1.181409e-01	1	6.580000e-01	3.704753e-01	1
4117	TTLL10	tubulin tyrosine ligase-like family, member 10	2107	19	0	0	2	0	0	0	2	2	2	1.181412e-01	1	8.270000e-01	3.704760e-01	1
4118	CYP4V2	cytochrome P450, family 4, subfamily V, polypeptide 2	1618	6	0	2	1	0	0	0	1	1	1	3.705388e-01	NaN	NaN	3.705388e-01	1
4119	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)	1400	85	0	0	2	0	1	0	3	3	3	1.181736e-01	1	8.460000e-01	3.705452e-01	1
4120	CACNA2D4	calcium channel, voltage-dependent, alpha 2/delta subunit 4	3562	46	0	3	2	0	0	0	2	2	2	7.528317e-01	1	9.600000e-02	3.705900e-01	1
4121	NUTF2	nuclear transport factor 2	400	113	0	0	1	0	0	0	1	1	1	3.707136e-01	NaN	NaN	3.707136e-01	1
4122	GALNT10	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)	1856	312	0	1	5	0	0	0	5	4	5	1.182564e-01	1	9.410000e-01	3.707220e-01	1
4123	FCGR2A	Fc fragment of IgG, low affinity IIa, receptor (CD32)	980	232	0	1	1	0	0	0	1	1	1	3.707771e-01	NaN	NaN	3.707771e-01	1
4124	UGT1A7	UDP glucuronosyltransferase 1 family, polypeptide A7	1609	12	0	0	2	0	0	0	2	2	2	1.182979e-01	1	8.430000e-01	3.708106e-01	1
4125	HEXB	hexosaminidase B (beta polypeptide)	1725	61	0	0	1	0	0	1	2	2	2	1.183048e-01	1	9.430000e-01	3.708253e-01	1
4126	KIAA1737	KIAA1737	1212	39	0	0	1	0	0	0	1	1	1	3.708603e-01	NaN	NaN	3.708603e-01	1
4127	STK11	serine/threonine kinase 11	1338	32	0	0	1	0	0	0	1	1	1	3.709187e-01	NaN	NaN	3.709187e-01	1
4128	RNF40	ring finger protein 40	3082	6	0	0	1	0	0	0	1	1	1	3.709422e-01	NaN	NaN	3.709422e-01	1
4129	CCDC108	coiled-coil domain containing 108	6058	2	0	0	4	0	0	1	5	5	5	1.183765e-01	1	5.950000e-01	3.709784e-01	1
4130	INO80	INO80 homolog (S. cerevisiae)	4811	6	0	0	4	0	0	1	5	5	5	1.184058e-01	1	8.120000e-01	3.710408e-01	1
4131	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	1866	11	0	3	5	0	0	0	5	4	5	9.111564e-01	1	6.100000e-02	3.711359e-01	1
4132	C1QTNF8	C1q and tumor necrosis factor related protein 8	771	511	0	0	0	0	0	1	1	1	1	3.712587e-01	NaN	NaN	3.712587e-01	1
4133	SLC17A9	solute carrier family 17, member 9	1359	249	0	1	0	0	0	1	1	1	1	3.712630e-01	NaN	NaN	3.712630e-01	1
4134	KLHL38	kelch-like 38 (Drosophila)	1758	191	0	0	1	0	0	0	1	1	1	3.713104e-01	NaN	NaN	3.713104e-01	1
4135	KRTAP4-9	keratin associated protein 4-9	633	4	0	2	2	0	0	0	2	2	2	1.185338e-01	1	9.770000e-01	3.713138e-01	1
4136	FCAMR	Fc receptor, IgA, IgM, high affinity	1766	26	0	0	3	0	0	0	3	3	3	1.185363e-01	1	8.050000e-01	3.713192e-01	1
4137	COL19A1	collagen, type XIX, alpha 1	3629	1	0	0	5	0	0	0	5	5	5	7.057301e-01	1	1.240000e-01	3.713754e-01	1
4138	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	468	430	0	0	0	0	0	1	1	1	1	3.715451e-01	NaN	NaN	3.715451e-01	1
4139	MEST	mesoderm specific transcript homolog (mouse)	1052	377	0	0	0	0	0	1	1	1	1	3.715830e-01	NaN	NaN	3.715830e-01	1
4140	GSTM3	glutathione S-transferase M3 (brain)	706	88	0	0	1	0	0	0	1	1	1	3.717170e-01	NaN	NaN	3.717170e-01	1
4141	STXBP3	syntaxin binding protein 3	1853	128	0	0	1	0	0	0	1	1	1	3.717258e-01	NaN	NaN	3.717258e-01	1
4142	KRTAP9-9	keratin associated protein 9-9	512	2	0	1	1	0	0	0	1	1	1	3.719668e-01	NaN	NaN	3.719668e-01	1
4143	MFSD9	major facilitator superfamily domain containing 9	1447	45	0	1	1	0	0	0	1	1	1	3.719840e-01	NaN	NaN	3.719840e-01	1
4144	NEK8	NIMA (never in mitosis gene a)- related kinase 8	2135	6	0	0	1	0	0	0	1	1	1	3.721259e-01	NaN	NaN	3.721259e-01	1
4145	PBRM1	polybromo 1	5021	23	0	2	3	0	0	0	3	2	3	4.372077e-01	1	2.070000e-01	3.721379e-01	1
4146	ABTB2	ankyrin repeat and BTB (POZ) domain containing 2	2584	40	0	0	1	0	0	0	1	1	1	3.722214e-01	NaN	NaN	3.722214e-01	1
4147	CD276	CD276 molecule	1641	37	0	0	1	0	0	0	1	1	1	3.723124e-01	NaN	NaN	3.723124e-01	1
4148	HS1BP3	HCLS1 binding protein 3	1205	88	0	1	0	1	0	0	1	1	1	3.723214e-01	NaN	NaN	3.723214e-01	1
4149	TADA3	transcriptional adaptor 3	1333	53	0	0	1	0	0	0	1	1	1	3.723405e-01	NaN	NaN	3.723405e-01	1
4150	ARFIP2	ADP-ribosylation factor interacting protein 2 (arfaptin 2)	1054	266	0	0	0	0	0	1	1	1	1	3.723927e-01	NaN	NaN	3.723927e-01	1
4151	MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	4279	3	0	2	2	0	0	1	3	3	3	1.190404e-01	1	9.480000e-01	3.723931e-01	1
4152	OR5P3	olfactory receptor, family 5, subfamily P, member 3	935	6	0	0	2	0	0	0	2	2	2	1.191185e-01	1	7.230000e-01	3.725593e-01	1
4153	ZNF597	zinc finger protein 597	1287	38	0	0	0	0	1	0	1	1	1	3.725680e-01	NaN	NaN	3.725680e-01	1
4154	UXT	ubiquitously-expressed transcript	532	450	0	0	0	0	0	1	1	1	1	3.726010e-01	NaN	NaN	3.726010e-01	1
4155	F7	coagulation factor VII (serum prothrombin conversion accelerator)	1435	15	0	2	2	0	0	0	2	2	2	2.282660e-01	1	5.030000e-01	3.726367e-01	1
4156	NCR1	natural cytotoxicity triggering receptor 1	941	142	0	0	1	0	0	0	1	1	1	3.727068e-01	NaN	NaN	3.727068e-01	1
4157	TMEM190	transmembrane protein 190	554	116	0	0	1	0	0	0	1	1	1	3.729158e-01	NaN	NaN	3.729158e-01	1
4158	CNR1	cannabinoid receptor 1 (brain)	1423	188	0	1	5	0	0	0	5	4	5	1.192881e-01	1	7.860000e-01	3.729201e-01	1
4159	PIWIL2	piwi-like 2 (Drosophila)	3010	182	0	1	4	0	0	0	4	3	4	1.193243e-01	1	3.290000e-01	3.729970e-01	1
4160	GLUL	glutamate-ammonia ligase (glutamine synthetase)	1146	223	0	0	0	0	1	0	1	1	1	3.730666e-01	NaN	NaN	3.730666e-01	1
4161	RBP3	retinol binding protein 3, interstitial	3756	115	0	3	4	0	0	0	4	4	4	1.195002e-01	1	8.260000e-01	3.733709e-01	1
4162	TYRP1	tyrosinase-related protein 1	1642	19	0	0	1	0	0	0	1	1	1	3.734315e-01	NaN	NaN	3.734315e-01	1
4163	CSTF2T	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant	1853	20	0	0	4	1	0	0	5	2	5	1.195486e-01	1	8.300000e-01	3.734738e-01	1
4164	HOXA3	homeobox A3	1336	193	0	0	2	1	0	0	3	2	3	1.195640e-01	1	6.930000e-01	3.735065e-01	1
4165	MARCH7	membrane-associated ring finger (C3HC4) 7	2151	26	0	0	1	0	0	0	1	1	1	3.735373e-01	NaN	NaN	3.735373e-01	1
4166	CCDC114	coiled-coil domain containing 114	2065	19	0	2	1	0	0	0	1	1	1	3.737359e-01	NaN	NaN	3.737359e-01	1
4167	EPC1	enhancer of polycomb homolog 1 (Drosophila)	2567	12	0	0	1	0	0	1	2	2	2	1.197357e-01	1	9.660000e-01	3.738709e-01	1
4168	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	13637	0	1	3	4	1	0	3	8	8	8	1.972941e-01	1	4.640000e-01	3.739172e-01	1
4169	RHOJ	ras homolog gene family, member J	661	2	0	1	1	0	0	0	1	1	1	3.740052e-01	NaN	NaN	3.740052e-01	1
4170	C6orf170	chromosome 6 open reading frame 170	3900	3	0	0	2	0	0	0	2	2	2	2.988175e-01	1	4.010000e-01	3.740622e-01	1
4171	MCCC1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)	2250	20	0	0	0	1	0	0	1	1	1	3.741569e-01	NaN	NaN	3.741569e-01	1
4172	SMAD6	SMAD family member 6	1539	379	0	0	2	0	0	0	2	2	2	1.198716e-01	1	5.470000e-01	3.741592e-01	1
4173	DPYD	dihydropyrimidine dehydrogenase	3207	19	0	1	3	0	0	0	3	3	3	1.199683e-01	1	8.640000e-01	3.743644e-01	1
4174	OR6X1	olfactory receptor, family 6, subfamily X, member 1	937	466	0	0	2	0	0	0	2	2	2	2.013112e-01	1	4.130000e-01	3.743924e-01	1
4175	TICAM1	toll-like receptor adaptor molecule 1	2139	5	0	0	1	0	0	0	1	1	1	3.744065e-01	NaN	NaN	3.744065e-01	1
4176	GLYCTK	glycerate kinase	1588	10	0	0	2	0	0	0	2	2	2	1.200158e-01	1	5.120000e-01	3.744651e-01	1
4177	AKAP9	A kinase (PRKA) anchor protein (yotiao) 9	11920	50	0	4	6	0	2	2	10	8	10	1.200697e-01	1	6.920000e-01	3.745795e-01	1
4178	PCDH9	protocadherin 9	3726	17	0	2	5	0	0	0	5	4	5	4.568414e-01	1	2.340000e-01	3.747481e-01	1
4179	BRS3	bombesin-like receptor 3	1210	23	0	0	1	0	0	0	1	1	1	3.748080e-01	NaN	NaN	3.748080e-01	1
4180	RAB33B	RAB33B, member RAS oncogene family	694	15	0	1	1	0	0	0	1	1	1	3.749120e-01	NaN	NaN	3.749120e-01	1
4181	CRABP2	cellular retinoic acid binding protein 2	429	379	0	0	1	0	0	0	1	1	1	3.749613e-01	NaN	NaN	3.749613e-01	1
4182	PAG1	phosphoprotein associated with glycosphingolipid microdomains 1	1323	171	0	0	2	0	0	0	2	2	2	1.202830e-01	1	4.540000e-01	3.750313e-01	1
4183	CPVL	carboxypeptidase, vitellogenic-like	1479	79	0	0	1	0	0	0	1	1	1	3.750427e-01	NaN	NaN	3.750427e-01	1
4184	ZNRF4	zinc and ring finger 4	1294	164	0	1	1	1	0	0	2	2	2	1.202945e-01	1	9.720000e-01	3.750557e-01	1
4185	PCDHA12	protocadherin alpha 12	2846	84	0	3	8	0	0	0	8	8	8	2.263026e-01	1	2.910000e-01	3.752642e-01	1
4186	ZNF799	zinc finger protein 799	1944	593	0	1	3	0	0	0	3	3	3	1.204084e-01	1	8.440000e-01	3.752969e-01	1
4187	FTO	fat mass and obesity associated	1550	124	0	1	0	1	0	0	1	1	1	3.753818e-01	NaN	NaN	3.753818e-01	1
4188	C1orf103	chromosome 1 open reading frame 103	2322	123	0	1	4	0	0	0	4	4	4	2.048846e-01	1	4.550000e-01	3.754317e-01	1
4189	CACNB1	calcium channel, voltage-dependent, beta 1 subunit	2111	213	0	1	2	0	0	1	3	3	3	1.204808e-01	1	9.680000e-01	3.754500e-01	1
4190	MTMR2	myotubularin related protein 2	1988	8	0	1	3	1	0	0	4	4	4	4.999628e-01	1	2.090000e-01	3.754717e-01	1
4191	PFKP	phosphofructokinase, platelet	2441	68	0	2	2	0	1	0	3	3	3	1.204946e-01	1	7.240000e-01	3.754792e-01	1
4192	CAB39	calcium binding protein 39	1058	95	0	0	1	0	0	0	1	1	1	3.756328e-01	NaN	NaN	3.756328e-01	1
4193	DYM	dymeclin	2074	100	0	0	1	0	0	1	2	2	2	1.205859e-01	1	7.990000e-01	3.756726e-01	1
4194	TNPO2	transportin 2 (importin 3, karyopherin beta 2b)	2792	6	0	0	1	0	0	0	1	1	1	3.757240e-01	NaN	NaN	3.757240e-01	1
4195	SLC26A1	solute carrier family 26 (sulfate transporter), member 1	2215	397	0	0	1	0	0	1	2	2	2	1.207055e-01	1	5.200000e-01	3.759253e-01	1
4196	REV1	REV1 homolog (S. cerevisiae)	3844	69	0	1	1	0	0	1	2	2	2	5.803171e-01	1	1.740000e-01	3.759264e-01	1
4197	RXRG	retinoid X receptor, gamma	1483	18	0	2	2	0	0	0	2	2	2	1.207622e-01	1	2.560000e-01	3.760454e-01	1
4198	BANP	BTG3 associated nuclear protein	1663	136	0	0	0	0	1	0	1	1	1	3.762039e-01	NaN	NaN	3.762039e-01	1
4199	MDH1	malate dehydrogenase 1, NAD (soluble)	1039	162	0	0	1	0	0	0	1	1	1	3.762347e-01	NaN	NaN	3.762347e-01	1
4200	TAS2R20	taste receptor, type 2, member 20	930	28	0	0	0	1	0	0	1	1	1	3.762633e-01	NaN	NaN	3.762633e-01	1
4201	SLC12A4	solute carrier family 12 (potassium/chloride transporters), member 4	3578	5	0	1	3	0	0	1	4	3	4	1.208737e-01	1	6.490000e-01	3.762810e-01	1
4202	INTS12	integrator complex subunit 12	1414	163	0	0	1	0	0	0	1	1	1	3.763326e-01	NaN	NaN	3.763326e-01	1
4203	ANXA5	annexin A5	1011	90	0	1	1	0	0	0	1	1	1	3.763848e-01	NaN	NaN	3.763848e-01	1
4204	C16orf7	chromosome 16 open reading frame 7	1952	85	0	0	1	0	0	0	1	1	1	3.763958e-01	NaN	NaN	3.763958e-01	1
4205	C14orf153	chromosome 14 open reading frame 153	638	358	0	0	1	0	0	0	1	1	1	3.764917e-01	NaN	NaN	3.764917e-01	1
4206	PDGFA	platelet-derived growth factor alpha polypeptide	673	614	0	0	2	0	0	0	2	2	2	3.078914e-01	1	1.620000e-01	3.765506e-01	1
4207	SNRPN	small nuclear ribonucleoprotein polypeptide N	747	20	0	1	1	0	0	1	2	2	2	2.058557e-01	1	5.330000e-01	3.766389e-01	1
4208	RSPH4A	radial spoke head 4 homolog A (Chlamydomonas)	2171	27	0	1	1	0	0	0	1	1	1	3.767973e-01	NaN	NaN	3.767973e-01	1
4209	KLK13	kallikrein-related peptidase 13	852	118	0	0	1	0	0	0	1	1	1	3.768780e-01	NaN	NaN	3.768780e-01	1
4210	RPA2	replication protein A2, 32kDa	845	411	0	0	1	0	0	0	1	1	1	3.769036e-01	NaN	NaN	3.769036e-01	1
4211	ZNF416	zinc finger protein 416	1797	21	0	0	2	0	0	0	2	2	2	2.065468e-01	1	5.150000e-01	3.770607e-01	1
4212	DZIP3	DAZ interacting protein 3, zinc finger	3755	22	0	2	1	0	1	0	2	2	2	2.964402e-01	1	2.520000e-01	3.770629e-01	1
4213	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	2002	9	0	0	1	0	0	0	1	1	1	3.770836e-01	NaN	NaN	3.770836e-01	1
4214	SPTBN2	spectrin, beta, non-erythrocytic 2	7317	10	0	3	6	0	0	0	6	6	6	1.212847e-01	1	6.140000e-01	3.771486e-01	1
4215	RPS9	ribosomal protein S9	603	21	0	1	1	0	0	0	1	1	1	3.771487e-01	NaN	NaN	3.771487e-01	1
4216	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	1858	40	0	0	1	0	0	1	2	2	2	1.213179e-01	1	9.770000e-01	3.772186e-01	1
4217	TRIM33	tripartite motif-containing 33	3462	14	0	3	3	0	1	0	4	4	4	1.213231e-01	1	8.910000e-01	3.772297e-01	1
4218	SSX7	synovial sarcoma, X breakpoint 7	595	113	0	0	0	1	0	0	1	1	1	3.772852e-01	NaN	NaN	3.772852e-01	1
4219	SIPA1L1	signal-induced proliferation-associated 1 like 1	5495	18	0	1	10	0	0	0	10	7	10	1.214129e-01	1	6.780000e-01	3.774191e-01	1
4220	FAM86B2	family with sequence similarity 86, member B2	1021	278	0	0	1	0	0	0	1	1	1	3.774651e-01	NaN	NaN	3.774651e-01	1
4221	SLC5A7	solute carrier family 5 (choline transporter), member 7	1775	20	0	0	3	0	0	0	3	3	3	2.233392e-01	1	3.540000e-01	3.775954e-01	1
4222	DSCC1	defective in sister chromatid cohesion 1 homolog (S. cerevisiae)	1214	24	0	2	0	0	0	1	1	1	1	3.777003e-01	NaN	NaN	3.777003e-01	1
