gene	Nnon	Nsil	Nflank	nnon	npat	nsite	nsil	nflank	nnei	fMLE	p	score	time	q
C11orf84	797202	250922	97845	4	4	4	1	0	20	9.458469e-01	1.649070e-01	1.309374e+01	8.537770e-01	1
KCNQ2	1344472	404332	236289	9	9	9	1	0	12	1.696545e+00	1.650652e-01	2.753256e+01	1.570173e+00	1
CCNT1	1691474	484126	179890	6	6	6	1	0	20	5.834539e-01	1.652961e-01	1.680491e+01	1.442389e+00	1
GRP	256886	52364	43008	2	2	2	0	0	20	9.352582e-01	1.653398e-01	4.740106e+00	5.519960e-01	1
FAM49A	793364	201558	203835	3	3	3	2	0	20	1.396294e+00	1.655584e-01	1.391786e+01	8.724910e-01	1
ATP6V1G2	321136	88932	83375	1	1	1	0	0	20	5.762323e-01	1.655730e-01	6.717116e+00	8.206460e-01	1
PGM5	1058034	313160	182118	6	6	6	0	0	20	1.420348e+00	1.656233e-01	1.805210e+01	1.245332e+00	1
AVPR1B	910008	312226	42744	5	5	5	1	0	20	1.025547e+00	1.656729e-01	1.574034e+01	9.751560e-01	1
ATP5L	233090	70124	56085	1	1	1	0	0	20	1.049914e+00	1.656848e-01	5.897277e+00	1.259758e+00	1
ATP8A2	2655834	732132	827946	5	5	5	1	0	20	5.883757e-01	1.657577e-01	2.000281e+01	1.539544e+00	1
RPE65	1282448	343830	284190	4	4	4	0	0	20	9.291702e-01	1.657624e-01	1.723177e+01	1.527993e+00	1
SLC4A1	1977958	638242	341800	6	6	6	2	0	20	6.130244e-01	1.658254e-01	1.837690e+01	1.045423e+00	1
SPINK8	166002	38538	50630	1	1	1	0	0	20	1.428417e+00	1.659756e-01	4.368909e+00	1.018423e+00	1
DFNA5	1152008	345800	185714	5	5	5	2	0	20	1.076853e+00	1.661378e-01	1.594818e+01	9.379650e-01	1
TAS2R3	721246	217360	24438	3	3	3	3	0	20	1.779291e+00	1.662598e-01	1.440903e+01	1.111277e+00	1
PGLYRP3	786388	229198	143005	4	4	4	1	0	20	1.230958e+00	1.663649e-01	1.308416e+01	1.766426e+00	1
TSN	539454	157098	124581	2	2	2	0	0	20	9.392982e-01	1.663724e-01	8.863003e+00	1.348574e+00	1
SHANK2	2664954	834968	160519	13	12	13	4	5	13	1.557908e+00	1.663882e-01	4.430953e+01	1.469641e+00	1
GNB3	751886	216378	157185	3	3	3	1	2	20	1.138883e+00	1.664702e-01	1.377989e+01	8.842870e-01	1
KIF2A	1356536	366548	215393	6	6	6	0	1	20	1.257948e+00	1.665954e-01	1.855034e+01	1.325769e+00	1
S1PR5	481312	186786	23513	2	2	2	0	0	20	1.051704e+00	1.667232e-01	1.069757e+01	1.009328e+00	1
RRAD	489066	154128	69219	2	2	2	0	0	20	4.582747e-01	1.667301e-01	7.348335e+00	1.100336e+00	1
BDKRB1	793334	253910	20973	4	4	4	0	0	20	1.372953e+00	1.667874e-01	1.467813e+01	1.634459e+00	1
INPP5F	2566710	683660	424191	6	6	6	1	0	20	6.479289e-01	1.668749e-01	2.178075e+01	8.739580e-01	1
UBE2W	265736	67178	64563	1	1	1	0	0	20	8.020123e-01	1.669454e-01	4.607160e+00	8.675450e-01	1
PVRL2	1107470	358620	151884	5	5	5	0	1	19	6.338493e-01	1.670949e-01	1.373683e+01	1.119356e+00	1
SLC7A3	1115278	361548	163100	5	5	5	2	0	20	1.161453e+00	1.672905e-01	1.745714e+01	1.241264e+00	1
SLC25A12	1594650	472264	355471	5	5	5	0	0	20	6.809230e-01	1.672932e-01	1.593379e+01	1.103476e+00	1
LDLRAP1	645140	180798	152251	2	2	2	0	0	20	6.344563e-01	1.673480e-01	8.701373e+00	8.725580e-01	1
ANXA3	790412	209456	278863	3	3	3	0	0	20	1.157721e+00	1.674606e-01	1.257575e+01	1.242610e+00	1
RFX1	1441912	454606	256498	6	6	6	0	0	20	1.151612e+00	1.675384e-01	2.273746e+01	9.538320e-01	1
GLB1L3	1282208	357602	340538	6	6	6	2	0	19	9.862150e-01	1.675943e-01	1.709819e+01	2.396378e+00	1
METTL10	410912	108650	94132	2	2	2	0	0	20	1.134442e+00	1.676004e-01	7.924621e+00	1.858976e+00	1
SCLT1	1666894	403134	404971	7	7	7	1	0	10	6.431923e-01	1.676333e-01	2.093126e+01	1.131846e+00	1
PDGFB	468402	146248	119008	2	2	2	0	1	20	9.166789e-01	1.676982e-01	1.022619e+01	1.450469e+00	1
OR14C36	705432	218348	27165	4	4	4	4	0	20	1.422518e+00	1.677522e-01	1.345643e+01	1.604415e+00	1
CDCP1	1883170	555268	159480	5	5	5	2	0	20	6.257708e-01	1.679645e-01	1.791080e+01	1.025889e+00	1
AGBL1	2271262	636230	320406	14	12	14	3	0	11	1.622059e+00	1.680430e-01	3.999418e+01	9.026960e-01	1
C4orf17	851680	238114	165079	5	5	5	1	0	20	1.270664e+00	1.680467e-01	1.400041e+01	1.032907e+00	1
SLAMF7	786448	231186	147576	3	3	3	1	2	17	1.681444e+00	1.680578e-01	1.642134e+01	1.069901e+00	1
ARHGEF5	1816268	532628	135125	10	10	8	1	0	13	1.618692e+00	1.680663e-01	3.127496e+01	1.055433e+00	1
ZIC3	767646	216366	55927	4	4	4	2	0	20	1.268026e+00	1.680894e-01	1.519427e+01	9.869030e-01	1
FASN	3588786	1159668	498789	14	12	14	5	0	20	8.489649e-01	1.683078e-01	3.925625e+01	9.094990e-01	1
CTTNBP2NL	1469162	436696	81603	6	6	6	1	0	20	1.055106e+00	1.683301e-01	1.937071e+01	1.285610e+00	1
ZNF645	984030	276634	24198	3	3	3	1	0	20	9.798696e-01	1.684004e-01	1.310290e+01	8.370640e-01	1
PORCN	916894	278628	236151	4	4	4	2	0	20	9.192512e-01	1.684188e-01	1.422957e+01	1.302588e+00	1
MAGEB4	733928	217312	21700	6	6	6	2	0	20	1.753729e+00	1.684505e-01	1.589757e+01	1.148898e+00	1
MPP7	1384176	363584	318765	4	4	4	0	0	8	7.899188e-01	1.684511e-01	1.704625e+01	1.215760e+00	1
FAHD2A	726162	219330	136453	4	4	4	0	0	18	1.503816e+00	1.684617e-01	1.493714e+01	9.678050e-01	1
C9	1340734	352722	227023	5	5	5	0	0	20	9.962158e-01	1.684967e-01	1.644952e+01	1.276686e+00	1
PPP2R5C	1328794	333926	281010	6	6	6	0	0	20	1.272519e+00	1.685227e-01	2.030080e+01	1.520484e+00	1
RASAL3	1141290	355722	163183	7	6	7	2	0	20	1.147508e+00	1.686166e-01	1.768875e+01	1.413430e+00	1
ARHGAP5	3528178	922798	117927	12	10	12	1	0	20	1.604056e+00	1.686467e-01	4.122010e+01	9.374800e-01	1
RPN1	1227090	349746	184441	5	4	5	0	0	20	1.030607e+00	1.687337e-01	1.655414e+01	1.653775e+00	1
CNPY3	523670	140302	96292	3	3	3	1	0	20	1.504962e+00	1.687665e-01	1.230085e+01	1.264428e+01	1
TMEM167A	177852	48412	224015	2	2	2	0	0	4	6.165057e-01	1.693844e-01	7.549382e+00	1.712008e+00	1
CYP7A1	1194510	318136	125121	3	3	3	2	0	20	6.167363e-01	1.694795e-01	1.239947e+01	9.432510e-01	1
APBA2	1673900	460474	221337	9	9	8	1	0	6	1.560576e+00	1.694953e-01	3.324074e+01	1.177342e+00	1
HGSNAT	1324674	390188	248776	6	6	6	1	0	20	9.643990e-01	1.695280e-01	1.626527e+01	1.011362e+00	1
CRNN	1143128	328016	45254	5	5	5	2	0	20	1.001042e+00	1.696243e-01	1.558920e+01	1.668242e+00	1
RAB20	517742	152158	36054	2	2	2	0	0	20	8.923992e-01	1.697705e-01	1.004453e+01	1.590908e+00	1
CTRB2	123506	42484	22270	1	1	1	0	0	20	8.189270e-01	1.698115e-01	4.299495e+00	4.425470e-01	1
TLK2	1817956	472270	435843	5	5	5	0	0	20	4.982622e-01	1.699807e-01	1.544278e+01	1.319061e+00	1
SYTL3	1156756	330926	242430	4	4	4	3	0	20	8.539479e-01	1.699860e-01	1.561696e+01	1.119420e+00	1
C1orf226	454156	150062	17621	2	2	2	1	0	20	1.090209e+00	1.700691e-01	9.216863e+00	1.978799e+00	1
ADAM29	1924618	502892	24630	9	9	9	2	0	7	1.028503e+00	1.701359e-01	2.901635e+01	9.851580e-01	1
PLCB1	3007442	779520	785516	12	10	12	1	0	11	9.934862e-01	1.702094e-01	3.396739e+01	1.102040e+00	1
MAGEB3	771502	207444	16739	5	5	5	1	0	20	1.753729e+00	1.702695e-01	1.575377e+01	1.289571e+00	1
CST3	156104	41496	40168	2	2	2	0	0	17	1.662943e+00	1.704738e-01	6.116387e+00	7.258670e-01	1
ZCCHC8	1362212	370440	159255	7	6	7	0	0	20	1.081790e+00	1.705021e-01	1.955975e+01	8.953510e-01	1
SCML4	597674	189672	193798	5	5	5	0	0	16	1.142258e+00	1.706931e-01	1.279499e+01	1.153516e+00	1
USP1	1861506	472294	159404	6	6	6	1	0	20	1.338690e+00	1.707155e-01	2.336426e+01	9.094000e-01	1
ESR1	1202138	340788	146342	5	5	5	2	0	20	9.696087e-01	1.708465e-01	1.669685e+01	9.524410e-01	1
KL	2021478	558232	84064	7	7	7	0	1	20	1.037642e+00	1.712221e-01	2.442887e+01	1.021534e+00	1
CARTPT	254928	80034	56324	1	1	1	0	1	20	1.203226e+00	1.713027e-01	7.277233e+00	9.377820e-01	1
LCE2A	247012	70148	24312	1	1	1	0	0	20	1.302536e+00	1.714953e-01	6.947814e+00	7.753130e-01	1
ANKRD22	463372	124488	126526	3	3	2	0	0	8	1.195977e+00	1.719235e-01	1.101084e+01	1.004221e+00	1
IFNG	384386	90908	71472	2	2	2	1	0	20	1.156021e+00	1.719484e-01	7.625913e+00	8.702400e-01	1
OR4K2	721252	209462	23129	6	5	6	2	0	20	1.473958e+00	1.720149e-01	1.329454e+01	1.309195e+00	1
SGIP1	1945432	589848	672522	8	7	7	1	2	20	1.155133e+00	1.720174e-01	2.329166e+01	9.842350e-01	1
AVPI1	288292	85896	30006	2	2	2	1	0	20	8.753090e-01	1.721250e-01	6.889201e+00	9.453190e-01	1
SSR2	426816	135356	103458	3	3	3	0	0	20	1.394509e+00	1.721416e-01	9.736354e+00	1.192954e+00	1
CTSB	805142	217336	177656	2	2	2	1	0	20	7.093123e-01	1.722145e-01	1.056368e+01	8.657420e-01	1
USE1	425912	128464	84870	2	2	2	0	0	20	1.223573e+00	1.722999e-01	1.002077e+01	9.312080e-01	1
CYP2S1	936462	303250	366957	6	6	6	3	0	9	1.231652e+00	1.723578e-01	2.045806e+01	9.847830e-01	1
CARD16	485120	129428	89024	2	2	2	0	0	20	9.868598e-01	1.723641e-01	7.840704e+00	8.890490e-01	1
SUGT1	805298	197618	250419	2	2	2	0	0	20	5.923728e-01	1.725292e-01	8.429787e+00	1.312603e+00	1
TRIM39	1202408	355686	141326	4	4	4	0	0	20	9.159649e-01	1.725690e-01	1.600280e+01	1.087276e+00	1
MAGEA10	847728	247000	24624	3	3	3	0	0	20	9.029282e-01	1.727240e-01	1.221422e+01	8.844410e-01	1
S100Z	239114	59280	39375	1	1	1	0	0	20	8.741065e-01	1.728345e-01	4.473002e+00	1.437037e+00	1
RAD23B	906008	272688	252649	5	4	5	0	0	9	5.086156e-01	1.728425e-01	1.071405e+01	2.641186e+00	1
SLC16A14	1175714	346788	85080	5	5	5	2	0	20	1.328114e+00	1.728634e-01	1.770170e+01	1.519260e+00	1
FAF2	1007820	274682	200939	4	4	4	0	0	9	8.039735e-01	1.729082e-01	1.736821e+01	1.057667e+00	1
DCD	230168	72112	84294	1	1	1	0	0	20	5.907962e-01	1.729782e-01	4.356486e+00	5.695740e-01	1
CHCHD6	464306	128422	119879	2	2	2	0	0	13	1.286665e+00	1.729944e-01	1.066379e+01	1.404286e+00	1
ABTB2	1608440	466330	262091	5	5	5	0	0	20	8.572539e-01	1.729949e-01	1.950093e+01	9.561890e-01	1
C8orf44	335944	92872	33051	2	2	2	1	0	20	1.330676e+00	1.731565e-01	7.524261e+00	2.107740e+00	1
CFTR	3475000	955450	536328	14	12	14	1	0	9	8.656492e-01	1.732119e-01	3.803010e+01	9.980310e-01	1
MSI1	547370	163026	177792	3	3	3	0	0	20	1.025764e+00	1.732351e-01	1.033442e+01	1.306899e+00	1
TGIF2	529580	177840	45620	3	3	3	0	0	20	1.416624e+00	1.736285e-01	1.236219e+01	1.017082e+00	1
DUPD1	509820	145242	61994	2	2	2	1	0	20	1.015853e+00	1.736938e-01	1.032407e+01	1.015541e+00	1
SERPINF1	902050	274664	123709	4	4	4	0	0	20	1.608161e+00	1.736973e-01	1.787098e+01	1.082536e+00	1
CRYGA	413972	111644	64450	2	2	2	0	0	20	8.611622e-01	1.737121e-01	7.702176e+00	1.227155e+00	1
AMBRA1	2722880	853614	348474	10	9	10	5	1	20	1.268815e+00	1.737837e-01	3.420458e+01	8.549280e-01	1
MBNL1	1303208	349752	231286	3	3	3	0	0	19	9.591623e-01	1.737956e-01	1.666867e+01	1.780185e+00	1
FAM3A	374482	106710	115772	2	2	2	0	0	20	7.700027e-01	1.738115e-01	7.207491e+00	7.066650e-01	1
SPOCK1	980060	250940	188044	5	5	5	1	0	16	1.381046e+00	1.738438e-01	1.793204e+01	1.373160e+00	1
ADAM23	1856518	470306	500029	5	5	5	2	0	20	1.244257e+00	1.738766e-01	2.393258e+01	1.017624e+00	1
PSMD6	875428	230228	152119	3	3	3	0	0	20	8.119567e-01	1.740003e-01	1.202434e+01	1.924102e+00	1
RNF182	562184	170930	28272	6	6	6	2	0	4	1.696504e+00	1.740659e-01	1.743133e+01	1.596795e+00	1
CKS1B	190660	45448	86655	1	1	1	0	0	20	8.406399e-01	1.741490e-01	4.403433e+00	1.135542e+00	1
TACR2	859434	260796	82006	4	4	4	0	0	20	6.893063e-01	1.741972e-01	1.208353e+01	9.926190e-01	1
MMP25	873488	274688	135008	4	4	4	1	0	20	9.407332e-01	1.742430e-01	1.471528e+01	1.005243e+00	1
KLF14	251078	79082	11075	1	1	1	0	0	20	7.299034e-01	1.742773e-01	6.957689e+00	7.908100e-01	1
C12orf71	591716	165960	30228	3	3	3	0	0	20	8.643732e-01	1.744832e-01	9.281791e+00	1.585518e+00	1
RHOQ	563202	158086	114684	2	2	2	1	0	20	1.008889e+00	1.745728e-01	1.037201e+01	1.064244e+00	1
C7orf57	615488	172888	80066	3	3	3	2	0	20	1.245947e+00	1.748873e-01	1.176907e+01	9.967170e-01	1
REEP5	438666	117572	105119	2	2	2	0	0	20	1.216035e+00	1.749675e-01	8.983385e+00	1.697814e+00	1
SERAC1	1546112	424810	309361	5	4	5	0	0	20	6.460685e-01	1.750014e-01	1.552567e+01	1.164668e+00	1
OR4C12	705444	209462	23940	5	4	5	2	0	20	1.890574e+00	1.754553e-01	1.412459e+01	9.523030e-01	1
SRP19	348764	91884	101981	1	1	1	1	0	20	6.666795e-01	1.754624e-01	6.760487e+00	1.157649e+00	1
IL4	364578	100782	82491	1	1	1	0	0	20	9.355050e-01	1.755085e-01	7.173869e+00	8.483010e-01	1
ARPC1A	848776	224294	157140	3	3	3	3	0	20	1.105963e+00	1.756266e-01	1.349476e+01	1.012483e+00	1
C17orf102	359566	123482	35741	2	2	2	1	0	20	9.685222e-01	1.756680e-01	7.879941e+00	8.206580e-01	1
FAM151A	1445438	469294	186136	4	4	4	1	0	10	5.192201e-01	1.757074e-01	1.516898e+01	8.984590e-01	1
EGR1	1173714	381362	33363	3	3	2	4	0	20	8.971566e-01	1.762157e-01	1.602945e+01	1.032825e+00	1
JAGN1	389284	109674	27592	1	1	1	1	1	20	8.326866e-01	1.763227e-01	7.073823e+00	1.035323e+00	1
HNRNPD	677810	164020	138588	3	2	3	0	1	20	1.059704e+00	1.763657e-01	1.050416e+01	9.811540e-01	1
C4BPA	1418786	384332	223589	4	4	4	1	0	20	8.014395e-01	1.764985e-01	1.571409e+01	9.725370e-01	1
FUS	1208330	339872	292782	3	3	3	0	0	18	4.732783e-01	1.765665e-01	1.281191e+01	9.687390e-01	1
KLF7	700492	206492	86976	4	4	4	0	1	9	1.011950e+00	1.769681e-01	1.402782e+01	9.140200e-01	1
SMCP	283568	63232	23868	2	2	2	0	0	20	1.575536e+00	1.772938e-01	7.070029e+00	1.243807e+00	1
WWC1	2359398	692600	411736	8	8	8	0	0	20	6.225914e-01	1.774347e-01	2.172006e+01	9.170660e-01	1
SLC29A3	1071956	353698	96107	3	3	3	2	0	20	9.665485e-01	1.774448e-01	1.388440e+01	1.255438e+00	1
MYH8	4665390	1204378	762039	15	15	15	2	0	5	1.247846e+00	1.774638e-01	4.807312e+01	1.005718e+00	1
PABPN1L	173882	51370	34565	2	2	2	0	0	20	1.699057e+00	1.776163e-01	6.760123e+00	9.453430e-01	1
CPN1	1078884	306280	183727	4	4	4	0	0	20	7.999928e-01	1.776642e-01	1.458308e+01	1.460956e+00	1
GPR52	829932	241072	24462	2	2	2	1	0	20	1.021149e+00	1.777138e-01	1.204472e+01	8.981950e-01	1
STARD8	1856332	558184	165023	6	6	6	2	0	20	8.610503e-01	1.778005e-01	2.188674e+01	2.425738e+00	1
C16orf93	1192636	358674	221561	4	4	4	0	0	20	9.117644e-01	1.778363e-01	1.566121e+01	9.753830e-01	1
TTC4	874296	230186	184335	4	4	4	0	1	20	1.103263e+00	1.779412e-01	1.281836e+01	8.875680e-01	1
PPFIBP1	2437528	645200	570870	7	7	6	1	1	20	8.039234e-01	1.779525e-01	2.225421e+01	1.178266e+00	1
MRPS11	538472	175876	124372	2	2	2	2	0	20	1.539525e+00	1.780811e-01	1.331344e+01	9.662900e-01	1
HOOK3	1690450	417918	410897	6	6	6	0	0	20	1.426587e+00	1.782461e-01	2.347671e+01	8.946150e-01	1
KAT2B	1792298	479204	343401	6	6	6	4	0	15	1.262630e+00	1.785972e-01	2.267596e+01	9.887410e-01	1
TMCO1	454480	128440	144929	2	2	2	0	0	20	9.299711e-01	1.786451e-01	7.788882e+00	1.035772e+00	1
ZNF623	1264640	324070	24150	5	4	5	1	0	20	1.176304e+00	1.787620e-01	1.733752e+01	9.081360e-01	1
SENP1	1412696	369470	448781	6	5	6	1	0	20	8.768544e-01	1.789145e-01	1.709642e+01	1.603009e+00	1
SERPING1	1118416	334932	123919	3	3	3	1	0	20	8.762815e-01	1.790276e-01	1.374377e+01	1.071672e+00	1
FCAMR	655614	157266	130837	3	3	3	1	0	19	7.057410e-01	1.792432e-01	8.621976e+00	9.189690e-01	1
IFI16	1588610	422086	362579	6	6	6	5	0	18	9.883477e-01	1.792458e-01	1.828051e+01	1.243104e+00	1
FAAH	1082842	335914	250206	6	6	6	1	1	20	1.614773e+00	1.792617e-01	2.056606e+01	8.274130e-01	1
LEPRE1	1511832	437702	603697	9	8	9	0	0	13	1.220536e+00	1.792813e-01	2.426138e+01	1.524023e+00	1
NFE2	832884	276640	44174	4	4	4	0	0	20	7.304378e-01	1.795094e-01	1.186456e+01	1.294660e+00	1
C3orf70	534442	145218	32348	3	3	3	0	0	20	1.074712e+00	1.796483e-01	1.001132e+01	1.428277e+00	1
CD74	597782	153164	144592	2	2	2	0	0	20	1.037714e+00	1.798256e-01	1.037666e+01	1.012911e+00	1
SLC22A16	1301196	381368	208618	6	6	6	0	1	20	1.138393e+00	1.799583e-01	1.729449e+01	1.357804e+00	1
PROX1	1719132	476216	84696	9	9	9	0	0	8	5.405837e-01	1.803860e-01	2.476344e+01	1.715824e+00	1
GDF9	1049256	300352	45026	7	6	7	0	0	20	9.988852e-01	1.804923e-01	1.462675e+01	8.852760e-01	1
ECE1	1683924	457600	313833	9	8	9	1	0	20	1.385880e+00	1.805457e-01	2.442237e+01	1.006716e+00	1
MTO1	1612416	479180	242318	7	7	7	1	0	20	1.276987e+00	1.806038e-01	2.213107e+01	1.004735e+00	1
FABP12	307232	82974	58931	2	2	2	2	0	20	9.812433e-01	1.809632e-01	6.448945e+00	7.712760e-01	1
MUC2	3722926	1078520	579234	16	14	16	5	0	20	1.134382e+00	1.810081e-01	4.007964e+01	1.017486e+00	1
CREBL2	286538	71142	76690	2	2	2	0	0	20	1.320167e+00	1.811297e-01	6.975648e+00	1.013500e+00	1
OR6B1	708402	215384	23796	4	4	4	3	0	15	1.376374e+00	1.811688e-01	1.426492e+01	1.323342e+00	1
SH2D4B	642026	174816	105699	2	2	2	0	1	20	9.738140e-01	1.812051e-01	1.067820e+01	1.027118e+00	1
SLC22A18AS	93944	33616	20612	1	1	1	0	0	18	7.291336e-01	1.812170e-01	4.015911e+00	8.103540e-01	1
OR5V1	731132	217366	27135	2	2	2	0	0	20	1.434750e+00	1.812945e-01	1.297593e+01	2.172315e+00	1
GPKOW	940462	288454	177671	4	4	4	0	0	20	1.288228e+00	1.816393e-01	1.582022e+01	1.223804e+00	1
KLHL13	1537328	424840	144263	7	7	6	0	0	20	9.796925e-01	1.816595e-01	1.851559e+01	1.399571e+00	1
RNF43	1644954	520646	178063	5	5	4	0	0	8	7.459255e-01	1.819280e-01	1.747491e+01	1.714073e+00	1
RAX2	102800	33604	4847	1	1	1	0	0	20	1.092035e+00	1.819789e-01	4.222629e+00	1.220612e+00	1
BIK	295418	87932	61920	1	1	1	0	0	20	1.043556e+00	1.819854e-01	6.687983e+00	9.501370e-01	1
CSF3	355668	116578	66439	2	2	2	0	0	20	1.165522e+00	1.819997e-01	7.482358e+00	1.145580e+00	1
MT1G	156104	35568	65458	1	1	1	0	0	6	6.978238e-01	1.820458e-01	6.473048e+00	8.879710e-01	1
LYRM4	151164	42484	43350	1	1	1	0	0	20	1.254410e+00	1.820645e-01	4.333547e+00	4.274060e-01	1
C11orf24	944792	323172	38979	4	3	4	1	0	20	5.378216e-01	1.820983e-01	1.061607e+01	9.329390e-01	1
RPS6	583890	171906	122894	4	4	4	1	0	6	9.278424e-01	1.821584e-01	1.274845e+01	1.657319e+00	1
NRP1	2148930	578974	797597	7	6	7	1	1	20	9.205577e-01	1.822032e-01	2.227869e+01	9.033160e-01	1
C15orf56	70172	25700	7940	1	1	1	0	0	20	1.000968e+00	1.824316e-01	3.385664e+00	4.326320e-01	1
DENND4C	3960862	1074938	550924	8	8	8	2	0	20	6.306817e-01	1.825001e-01	2.674542e+01	9.039310e-01	1
RNF40	2178744	652146	350607	9	9	8	0	0	20	9.117644e-01	1.827206e-01	2.398062e+01	1.198615e+00	1
TTYH2	1227102	372476	278776	6	6	6	3	0	20	1.281947e+00	1.827410e-01	1.919271e+01	9.994600e-01	1
LCE1E	274676	77064	25368	2	2	2	0	0	20	1.199135e+00	1.828131e-01	6.312733e+00	9.818640e-01	1
OMA1	1244922	330986	160697	5	5	3	0	1	20	9.894938e-01	1.829673e-01	1.652778e+01	1.184408e+00	1
VANGL2	1189522	375434	143542	8	8	8	2	0	20	1.120020e+00	1.830538e-01	2.057745e+01	9.153470e-01	1
POMP	336938	89914	99687	3	3	3	0	1	20	1.297560e+00	1.832457e-01	7.138100e+00	1.266122e+00	1
TGM1	1775508	548358	242997	8	7	8	3	0	20	6.634575e-01	1.832995e-01	1.898286e+01	9.496440e-01	1
IL27RA	1482940	471258	259758	8	8	8	1	0	4	5.805030e-01	1.833262e-01	2.734054e+01	8.664580e-01	1
HSPA5	1620338	472270	174402	5	5	5	1	0	20	7.647460e-01	1.833587e-01	1.707843e+01	9.937080e-01	1
CHKB	732420	200648	167988	4	4	4	1	0	20	1.362253e+00	1.834163e-01	1.424651e+01	1.306658e+00	1
CPSF6	1235934	403092	244704	6	6	6	0	0	20	1.006519e+00	1.834463e-01	1.843672e+01	1.026198e+00	1
ASNSD1	1490922	421876	64288	7	6	7	0	0	20	9.062943e-01	1.837484e-01	1.598901e+01	1.513574e+00	1
ATOH1	772400	248910	21748	4	4	4	0	0	20	8.220279e-01	1.838194e-01	1.283852e+01	9.850960e-01	1
ANP32B	439618	108668	86840	2	2	2	0	0	20	8.583841e-01	1.838419e-01	6.988250e+00	9.045150e-01	1
TTC9C	391248	114608	58703	2	2	2	0	0	20	1.060979e+00	1.839063e-01	7.891343e+00	9.209270e-01	1
AURKA	956396	267754	165990	5	5	5	0	0	15	8.924603e-01	1.839698e-01	1.256684e+01	1.299767e+00	1
COPE	560418	163086	144966	2	2	2	1	0	20	8.225299e-01	1.839948e-01	9.989605e+00	9.914820e-01	1
TPRKB	402164	110668	77609	2	2	2	0	0	20	8.116186e-01	1.842430e-01	6.525250e+00	1.196358e+00	1
UBE2T	474264	127458	121231	2	2	2	1	0	20	7.778476e-01	1.843958e-01	7.071043e+00	1.047834e+00	1
KIAA0319L	2501652	713336	462897	8	8	8	1	1	20	1.175009e+00	1.844199e-01	2.642818e+01	9.694370e-01	1
LYPD5	406230	130452	57567	2	2	2	0	0	20	9.260957e-01	1.846263e-01	7.340109e+00	9.314340e-01	1
RDH13	623542	194678	86433	2	2	2	0	0	15	1.336455e+00	1.847365e-01	1.329191e+01	1.078934e+00	1
PRPF39	1192114	282460	166292	4	4	4	0	0	20	9.169069e-01	1.847975e-01	1.317621e+01	1.173779e+00	1
NT5DC3	1176708	291460	265743	5	5	5	1	0	13	9.699321e-01	1.848050e-01	1.765483e+01	1.553881e+00	1
OR2F1	715318	226252	24240	5	4	5	1	0	20	1.638508e+00	1.848377e-01	1.381144e+01	1.216487e+00	1
TTC24	569034	164984	102072	3	3	3	2	0	5	1.075937e+00	1.849612e-01	1.314045e+01	8.815520e-01	1
TTLL4	2801034	808196	367661	7	7	7	0	0	20	8.969615e-01	1.850531e-01	2.746981e+01	9.769930e-01	1
PPHLN1	1127302	299358	256671	5	5	5	0	0	5	1.222211e+00	1.850931e-01	2.043607e+01	1.539395e+00	1
CYP3A4	1211306	326046	268439	4	4	4	2	0	20	9.830275e-01	1.852007e-01	1.418000e+01	1.138967e+00	1
SGCE	1043526	282622	208447	3	3	3	1	0	20	7.418099e-01	1.852314e-01	1.162069e+01	9.841190e-01	1
RALGAPB	3530166	1001838	597924	14	10	12	2	1	20	9.618970e-01	1.853322e-01	3.104512e+01	1.130198e+00	1
IARS	3015346	821016	711476	8	8	8	2	0	11	8.845725e-01	1.853427e-01	2.684806e+01	8.666180e-01	1
BANK1	1819968	458450	289930	6	6	6	0	0	5	6.870258e-01	1.853870e-01	2.242568e+01	9.150940e-01	1
CD93	1319998	418924	32942	5	5	5	2	0	20	1.368124e+00	1.855593e-01	2.139135e+01	1.533491e+00	1
PRND	410996	113614	22096	2	2	2	1	0	20	1.111900e+00	1.855824e-01	7.921175e+00	2.360914e+00	1
CLPP	366716	102794	63544	2	2	2	0	0	6	6.969635e-01	1.855829e-01	1.311937e+01	8.755540e-01	1
ZMYND10	946756	267820	203599	5	5	5	1	0	14	8.289410e-01	1.856818e-01	1.447083e+01	1.050738e+00	1
PDCD1	499120	164062	60006	2	2	2	1	0	20	1.015428e+00	1.858454e-01	9.379982e+00	1.462042e+00	1
STAT4	1827848	468324	466898	8	7	8	2	0	5	1.100420e+00	1.862317e-01	2.602764e+01	1.059248e+00	1
TAS2R31	709396	207480	20318	4	4	4	0	0	20	1.394948e+00	1.862593e-01	1.317411e+01	9.209480e-01	1
GSDMC	1225114	329004	268197	5	5	5	3	0	20	1.035254e+00	1.864145e-01	1.564418e+01	9.114280e-01	1
FAM9B	447564	96818	136131	2	2	2	3	0	6	9.298154e-01	1.864289e-01	1.032798e+01	8.698810e-01	1
RNASE9	495006	125476	12654	2	2	2	0	1	20	1.281103e+00	1.866009e-01	9.964034e+00	1.312379e+00	1
BLOC1S1	289448	80016	75519	2	2	2	2	0	20	1.313862e+00	1.866819e-01	7.157551e+00	1.058545e+00	1
PDCD6	414972	108674	111492	3	3	3	0	3	20	1.658864e+00	1.867079e-01	1.202114e+01	1.006079e+00	1
LRRC16B	2878870	895074	707670	10	10	10	2	0	20	1.064095e+00	1.867668e-01	3.194834e+01	1.591231e+00	1
